hipid	total_tcrs	TCRBV01	TCRBV02	TCRBV03	TCRBV04	TCRBV05	TCRBV06	TCRBV07	TCRBV08	TCRBV09	TCRBV10	TCRBV11	TCRBV12	TCRBV13	TCRBV14	TCRBV15	TCRBV16	TCRBV17	TCRBV18	TCRBV19	TCRBV20	TCRBV21	TCRBV22	TCRBV23	TCRBV24	TCRBV25	TCRBV26	TCRBV27	TCRBV28	TCRBV29	TCRBV30	TCRBVA
HIP04511	28415	0.007179	0.014675	0.025655	0.038571	0.094316	0.142038	0.118177	0.000000	0.032553	0.042196	0.026711	0.052332	0.004927	0.020623	0.013620	0.000633	0.000000	0.012141	0.032061	0.065071	0.049586	0.000070	0.022136	0.032588	0.015802	0.000000	0.045645	0.040718	0.021960	0.027943	0.000070
HIP04527	29925	0.007786	0.018613	0.027368	0.039833	0.110309	0.145564	0.120501	0.000067	0.034987	0.043342	0.027168	0.062891	0.005113	0.018145	0.010894	0.000401	0.000033	0.012732	0.029908	0.053768	0.045815	0.000100	0.020919	0.027669	0.011161	0.000000	0.041805	0.039432	0.018513	0.024929	0.000234
HIP04532	71935	0.010106	0.017836	0.025078	0.026371	0.109112	0.130437	0.107986	0.000000	0.035671	0.044790	0.032390	0.054382	0.003962	0.016362	0.011205	0.000348	0.000000	0.013206	0.033322	0.059679	0.056676	0.000042	0.021241	0.037186	0.012998	0.000000	0.051755	0.043901	0.017516	0.026218	0.000222
HIP04545	39138	0.007129	0.018499	0.042976	0.032296	0.101973	0.130870	0.120267	0.000000	0.035004	0.043155	0.034953	0.061117	0.004752	0.015892	0.011089	0.000639	0.000000	0.015049	0.034493	0.059584	0.063544	0.000128	0.025295	0.046783	0.013056	0.000000	0.038709	0.005417	0.016787	0.020364	0.000179
HIP04552	70259	0.007743	0.015414	0.035398	0.037219	0.090323	0.124923	0.115245	0.000014	0.022687	0.044635	0.031185	0.053716	0.004697	0.019556	0.011116	0.000455	0.000114	0.014916	0.032437	0.058669	0.073912	0.000057	0.021976	0.040436	0.013080	0.000000	0.049004	0.049189	0.014461	0.017350	0.000071
HIP04555	93623	0.007060	0.016620	0.054848	0.050308	0.095724	0.153851	0.107944	0.000000	0.032919	0.047595	0.040759	0.059109	0.004369	0.015317	0.009453	0.000342	0.000235	0.011600	0.023434	0.059515	0.051526	0.000053	0.021341	0.047574	0.012999	0.000000	0.037961	0.003600	0.016695	0.017036	0.000214
HIP04576	51454	0.007618	0.014129	0.033078	0.051036	0.101975	0.152175	0.117697	0.000000	0.030571	0.041046	0.023458	0.054865	0.005053	0.019824	0.012885	0.000505	0.000039	0.014421	0.030416	0.061297	0.052513	0.000039	0.022953	0.051891	0.014751	0.000000	0.037529	0.003226	0.020834	0.023905	0.000272
HIP04578	52238	0.005456	0.013668	0.048528	0.051801	0.095773	0.151671	0.116429	0.000000	0.030610	0.043666	0.038420	0.051419	0.003809	0.015793	0.009552	0.000402	0.000038	0.014051	0.030170	0.058808	0.059803	0.000077	0.024101	0.046709	0.013515	0.000000	0.037061	0.003235	0.017076	0.018243	0.000115
HIP04597	54885	0.009037	0.017400	0.025927	0.027330	0.106678	0.120488	0.106514	0.000018	0.033124	0.043400	0.033251	0.051890	0.004191	0.017272	0.011970	0.000528	0.000000	0.013902	0.034454	0.056609	0.062695	0.000036	0.022921	0.038808	0.011807	0.000000	0.060618	0.046096	0.018092	0.024779	0.000164
HIP04605	59795	0.007877	0.015570	0.023898	0.024785	0.109039	0.127435	0.103587	0.000000	0.024199	0.046258	0.042897	0.046810	0.003495	0.018363	0.009783	0.000401	0.000017	0.013496	0.033247	0.060891	0.073802	0.000033	0.024082	0.031959	0.013998	0.000000	0.053165	0.047228	0.018664	0.024818	0.000201
HIP04611	50170	0.006797	0.014590	0.038888	0.031672	0.102093	0.131015	0.109946	0.000000	0.031872	0.043452	0.031513	0.052741	0.004684	0.015447	0.010923	0.000419	0.000020	0.013215	0.028962	0.050907	0.055053	0.000020	0.022743	0.033885	0.012976	0.000000	0.062109	0.046562	0.020271	0.027128	0.000100
HIP04634	61908	0.007543	0.018108	0.038896	0.029641	0.095884	0.127754	0.103573	0.000000	0.034034	0.045471	0.037943	0.047474	0.004329	0.017171	0.011808	0.000404	0.000000	0.013084	0.028510	0.060558	0.056794	0.000032	0.022437	0.039429	0.013633	0.000000	0.054452	0.048895	0.020660	0.021274	0.000210
HIP04958	4807	0.024548	0.011650	0.015810	0.050135	0.092157	0.167880	0.065737	0.000000	0.024548	0.031621	0.014354	0.042438	0.006449	0.019555	0.008113	0.000208	0.000000	0.008945	0.011858	0.041814	0.027460	0.000000	0.015394	0.076555	0.034117	0.000000	0.014146	0.001248	0.075931	0.117329	0.000000
HIP05311	22789	0.005661	0.014525	0.042257	0.032209	0.093773	0.124490	0.117206	0.000000	0.027426	0.039361	0.030629	0.057264	0.005134	0.018342	0.012418	0.000527	0.000000	0.015665	0.033042	0.064154	0.065207	0.000088	0.025539	0.064812	0.014349	0.000000	0.042564	0.007723	0.020097	0.025451	0.000088
HIP05331	31301	0.006965	0.017827	0.038785	0.038976	0.102425	0.146257	0.119038	0.000000	0.028753	0.041756	0.030382	0.061020	0.002524	0.015686	0.010543	0.000671	0.000000	0.015111	0.035111	0.053577	0.059934	0.000000	0.023226	0.025207	0.011054	0.000000	0.038912	0.038114	0.016261	0.021788	0.000096
HIP05377	36690	0.007795	0.014963	0.032815	0.039875	0.114445	0.145953	0.104988	0.000000	0.031398	0.040093	0.023876	0.054811	0.004797	0.019678	0.012401	0.000627	0.000000	0.013955	0.032379	0.051186	0.049714	0.000109	0.022731	0.045326	0.015835	0.000000	0.043636	0.028373	0.024911	0.023113	0.000218
HIP05388	49849	0.007904	0.018476	0.022107	0.025216	0.106823	0.128448	0.106823	0.000020	0.032338	0.044153	0.040843	0.054906	0.004153	0.017352	0.011114	0.000461	0.000000	0.014103	0.033240	0.057092	0.062328	0.000080	0.024113	0.035467	0.012919	0.000020	0.052599	0.046801	0.018175	0.021685	0.000241
HIP05390	77312	0.006868	0.015056	0.037407	0.037109	0.092961	0.132774	0.114419	0.000013	0.019040	0.041727	0.040369	0.047561	0.004501	0.019544	0.011059	0.000517	0.000013	0.012598	0.032039	0.061840	0.064220	0.000013	0.022855	0.037885	0.013530	0.000000	0.049785	0.046073	0.020889	0.017112	0.000220
HIP05398	36186	0.006467	0.013817	0.044603	0.048113	0.095341	0.158846	0.110706	0.000000	0.029017	0.044492	0.030150	0.052617	0.004449	0.016857	0.011800	0.000387	0.000000	0.012159	0.031089	0.053197	0.046897	0.000083	0.021583	0.035456	0.015172	0.000000	0.041066	0.022605	0.022136	0.030730	0.000166
HIP05405	62819	0.006654	0.013897	0.033159	0.032140	0.090610	0.131362	0.117767	0.000000	0.029434	0.044684	0.037855	0.061303	0.004967	0.020535	0.011079	0.000382	0.000111	0.013515	0.032506	0.061319	0.070313	0.000064	0.021793	0.033127	0.015664	0.000000	0.049046	0.032156	0.020551	0.013849	0.000159
HIP05409	54618	0.005548	0.013384	0.032425	0.034915	0.100791	0.131642	0.111154	0.000000	0.034384	0.042642	0.034879	0.056556	0.004596	0.017156	0.009539	0.000549	0.000201	0.013622	0.034879	0.057032	0.073785	0.000037	0.022868	0.059596	0.015398	0.000000	0.040097	0.006500	0.018126	0.027628	0.000073
HIP05434	53420	0.006046	0.012954	0.033283	0.028267	0.098502	0.113291	0.104212	0.000019	0.033190	0.038244	0.034313	0.052789	0.004699	0.013965	0.006908	0.000337	0.000243	0.013534	0.032647	0.057600	0.071322	0.000056	0.021359	0.047866	0.016679	0.000000	0.068383	0.028884	0.036391	0.023942	0.000075
HIP05437	55223	0.008764	0.018670	0.020010	0.027090	0.112254	0.136936	0.105119	0.000000	0.023306	0.045543	0.034804	0.058092	0.004672	0.020951	0.012314	0.000326	0.000199	0.012585	0.031092	0.060573	0.059377	0.000036	0.021477	0.050812	0.016642	0.000000	0.045850	0.025967	0.021314	0.025171	0.000054
HIP05444	61011	0.008769	0.018259	0.025323	0.026946	0.103506	0.129845	0.105309	0.000000	0.029142	0.045959	0.042484	0.055023	0.004753	0.018833	0.012178	0.000393	0.000000	0.014489	0.031830	0.061464	0.060497	0.000082	0.024061	0.030060	0.013883	0.000000	0.051335	0.047057	0.020570	0.017751	0.000197
HIP05455	26762	0.008071	0.015843	0.021598	0.041888	0.103953	0.149092	0.107690	0.000000	0.030977	0.042859	0.021261	0.056311	0.005231	0.019169	0.011546	0.000560	0.000037	0.012891	0.030566	0.064270	0.044279	0.000037	0.021785	0.044653	0.016778	0.000000	0.049249	0.027614	0.024774	0.026979	0.000037
HIP05460	21776	0.007485	0.017175	0.041008	0.048402	0.090375	0.137950	0.124127	0.000000	0.028288	0.045601	0.026864	0.050377	0.005281	0.019058	0.013685	0.000276	0.000000	0.014649	0.033431	0.059285	0.058413	0.000184	0.024476	0.033248	0.016119	0.000000	0.041008	0.027094	0.017588	0.018507	0.000046
HIP05467	10942	0.007403	0.017638	0.024493	0.025955	0.101901	0.125297	0.112685	0.000000	0.028148	0.046061	0.033084	0.051545	0.004113	0.020654	0.010784	0.001005	0.000091	0.014623	0.037013	0.062968	0.059678	0.000091	0.025224	0.051088	0.009048	0.000000	0.049534	0.032170	0.021294	0.026412	0.000000
HIP05524	17935	0.006022	0.012378	0.051185	0.044884	0.077837	0.128520	0.118985	0.000000	0.030666	0.043435	0.036632	0.049679	0.005074	0.015946	0.009590	0.000167	0.000000	0.013883	0.034123	0.058712	0.061110	0.000056	0.021411	0.038026	0.011430	0.000000	0.056091	0.029049	0.017396	0.027488	0.000223
HIP05533	46975	0.007068	0.019436	0.024098	0.026376	0.114337	0.125173	0.114231	0.000021	0.030889	0.047578	0.038467	0.055136	0.004492	0.018563	0.011176	0.000639	0.000000	0.015710	0.034039	0.060756	0.069164	0.000128	0.025567	0.029803	0.013752	0.000000	0.046152	0.030974	0.019862	0.016200	0.000213
HIP05535	51821	0.006638	0.017483	0.042261	0.036684	0.110245	0.145115	0.113989	0.000019	0.024064	0.046487	0.035217	0.055036	0.004091	0.017985	0.010729	0.000540	0.000000	0.013566	0.032574	0.059262	0.058490	0.000000	0.024044	0.036491	0.012833	0.000000	0.038807	0.020918	0.016113	0.020030	0.000289
HIP05540	44987	0.005868	0.014026	0.030431	0.034810	0.093316	0.137462	0.110876	0.000000	0.029564	0.042990	0.030920	0.048370	0.004001	0.020984	0.012048	0.000578	0.000022	0.014404	0.034588	0.061951	0.057839	0.000089	0.023251	0.033610	0.015182	0.000022	0.048859	0.046124	0.021451	0.026074	0.000289
HIP05551	31319	0.007535	0.018775	0.025416	0.025097	0.105272	0.126185	0.108975	0.000032	0.026470	0.039337	0.039177	0.057282	0.005141	0.018711	0.010888	0.000447	0.000000	0.016635	0.037389	0.060794	0.069000	0.000096	0.024394	0.042115	0.013506	0.000000	0.045500	0.028960	0.019669	0.026917	0.000287
HIP05552	52872	0.008492	0.013712	0.023283	0.049894	0.107637	0.136518	0.104611	0.000000	0.039548	0.038603	0.030016	0.048532	0.004388	0.017419	0.010932	0.000284	0.000019	0.022545	0.036655	0.077735	0.020975	0.000038	0.019803	0.032380	0.013164	0.000000	0.047114	0.043445	0.024020	0.028087	0.000151
HIP05559	64131	0.006908	0.016482	0.050631	0.049508	0.093013	0.143940	0.127614	0.000000	0.033697	0.042850	0.033291	0.050397	0.005068	0.017402	0.009699	0.000405	0.000000	0.013769	0.030687	0.053827	0.053250	0.000016	0.021768	0.042164	0.010822	0.000000	0.035568	0.017527	0.016295	0.023312	0.000094
HIP05561	36934	0.007419	0.013104	0.027102	0.051551	0.097336	0.167623	0.104592	0.000000	0.027996	0.047977	0.026236	0.057481	0.005036	0.017301	0.009368	0.000271	0.000135	0.010099	0.025288	0.056966	0.045568	0.000081	0.017220	0.050414	0.018574	0.000027	0.039665	0.017978	0.025992	0.031516	0.000081
HIP05563	26781	0.007020	0.015720	0.035809	0.034726	0.101004	0.138494	0.114484	0.000037	0.029611	0.045443	0.040738	0.053620	0.004182	0.018483	0.009148	0.000485	0.000000	0.014488	0.033046	0.054815	0.064150	0.000112	0.020649	0.041223	0.013181	0.000000	0.044621	0.024906	0.017736	0.021956	0.000112
HIP05574	51985	0.006598	0.015504	0.033798	0.037953	0.100567	0.130807	0.112109	0.000019	0.032279	0.045725	0.029816	0.061441	0.004444	0.018236	0.010830	0.000442	0.000019	0.013696	0.033952	0.059729	0.061248	0.000115	0.023372	0.048726	0.014697	0.000000	0.043147	0.029105	0.018909	0.012523	0.000192
HIP05578	51515	0.005183	0.014772	0.053072	0.043987	0.089217	0.134136	0.120256	0.000000	0.030535	0.040571	0.035737	0.050995	0.005241	0.019489	0.012035	0.000485	0.000155	0.014598	0.031137	0.059847	0.065301	0.000078	0.022149	0.038998	0.011899	0.000019	0.043075	0.023255	0.018519	0.015180	0.000078
HIP05590	15785	0.004625	0.017548	0.050174	0.050364	0.089832	0.143047	0.121444	0.000000	0.033576	0.045233	0.035033	0.058220	0.004815	0.014317	0.010580	0.000697	0.000000	0.014254	0.037061	0.050238	0.060310	0.000063	0.023947	0.026608	0.012354	0.000000	0.040988	0.021983	0.017358	0.015078	0.000253
HIP05595	17610	0.008177	0.017547	0.020216	0.027428	0.132027	0.143952	0.114026	0.000000	0.037649	0.048098	0.029302	0.046848	0.005224	0.017547	0.011982	0.000511	0.000000	0.016070	0.034867	0.052981	0.059284	0.000000	0.021522	0.035094	0.013061	0.000000	0.042760	0.022601	0.020386	0.020670	0.000170
HIP05665	20730	0.018283	0.016353	0.027593	0.060058	0.077086	0.159961	0.074916	0.000000	0.023734	0.049783	0.024602	0.037675	0.004438	0.013700	0.009937	0.000579	0.000000	0.005837	0.015726	0.072455	0.029957	0.000000	0.016498	0.084612	0.021804	0.000000	0.019778	0.014231	0.047371	0.072890	0.000145
HIP05757	20697	0.010195	0.013625	0.027589	0.050829	0.109581	0.145142	0.099145	0.000000	0.034788	0.034111	0.025269	0.051988	0.004445	0.016089	0.010968	0.000242	0.000145	0.021018	0.040875	0.096971	0.027540	0.000097	0.015944	0.047736	0.016717	0.000000	0.029376	0.010485	0.026622	0.032324	0.000145
HIP05763	378	0.005291	0.005291	0.026455	0.026455	0.058201	0.145503	0.108466	0.002646	0.029101	0.060847	0.044974	0.079365	0.002646	0.021164	0.007937	0.000000	0.000000	0.021164	0.050265	0.039683	0.092593	0.000000	0.007937	0.029101	0.007937	0.000000	0.058201	0.055556	0.007937	0.005291	0.000000
HIP05815	35032	0.009220	0.012246	0.024007	0.037937	0.094885	0.138074	0.108958	0.000000	0.028774	0.041648	0.023122	0.057633	0.004168	0.022551	0.014158	0.000457	0.000000	0.013673	0.033255	0.068024	0.054550	0.000029	0.023493	0.035939	0.017470	0.000029	0.053751	0.042104	0.017013	0.022722	0.000114
HIP05817	39407	0.011013	0.021265	0.016875	0.029056	0.112340	0.141092	0.098790	0.000025	0.021189	0.049078	0.023879	0.050067	0.005101	0.017230	0.011775	0.000584	0.000000	0.011216	0.028447	0.061563	0.047352	0.000000	0.019793	0.042048	0.019184	0.000000	0.059127	0.046388	0.030071	0.025275	0.000178
HIP05832	29124	0.005871	0.016275	0.032310	0.066886	0.090613	0.148057	0.112416	0.000034	0.032173	0.036190	0.029529	0.047590	0.004601	0.018061	0.010507	0.000721	0.000000	0.016516	0.027778	0.054491	0.057787	0.000137	0.020155	0.035194	0.010747	0.000000	0.048654	0.025889	0.018576	0.032173	0.000069
HIP05838	57766	0.007530	0.015857	0.027958	0.039106	0.099661	0.134075	0.116314	0.000017	0.030329	0.041183	0.022920	0.052436	0.004501	0.018644	0.013953	0.000433	0.000017	0.013797	0.031905	0.061438	0.050254	0.000052	0.023699	0.057646	0.015563	0.000000	0.052678	0.023820	0.021016	0.022989	0.000208
HIP05841	54006	0.008295	0.016257	0.036200	0.034218	0.088453	0.132615	0.107321	0.000000	0.031274	0.041144	0.034218	0.056994	0.004370	0.017905	0.011517	0.000481	0.000037	0.013610	0.028978	0.062530	0.055475	0.000000	0.022553	0.052513	0.012887	0.000000	0.059290	0.025756	0.020016	0.025016	0.000074
HIP05934	14651	0.012218	0.006279	0.018429	0.081223	0.097604	0.164016	0.089209	0.000000	0.028872	0.027097	0.021364	0.037267	0.004437	0.014880	0.008873	0.000137	0.000000	0.032353	0.030032	0.114941	0.010443	0.000000	0.015426	0.053648	0.016108	0.000000	0.023821	0.004983	0.033172	0.053170	0.000000
HIP05941	46517	0.006686	0.013006	0.044543	0.043446	0.099791	0.148612	0.116667	0.000000	0.031322	0.047359	0.034525	0.055141	0.004171	0.016704	0.011286	0.000559	0.000000	0.012770	0.034998	0.050240	0.045854	0.000000	0.016252	0.031064	0.015070	0.000043	0.042114	0.040286	0.020014	0.017391	0.000086
HIP05942	57872	0.004562	0.014843	0.050802	0.045462	0.091858	0.150435	0.119073	0.000000	0.027941	0.043493	0.033505	0.058042	0.004406	0.017902	0.010852	0.000363	0.000000	0.012355	0.030585	0.056210	0.058871	0.000069	0.024226	0.036062	0.011180	0.000000	0.038084	0.021910	0.016882	0.019837	0.000190
HIP05948	22414	0.011868	0.011065	0.019408	0.055590	0.097171	0.144463	0.088115	0.000045	0.040421	0.033684	0.024984	0.043723	0.004595	0.017221	0.011288	0.000178	0.000045	0.028375	0.035246	0.091193	0.012135	0.000000	0.016418	0.041804	0.014991	0.000089	0.041224	0.040733	0.033818	0.040064	0.000045
HIP05960	56545	0.006720	0.014608	0.037404	0.032717	0.093837	0.124962	0.117588	0.000000	0.025007	0.040322	0.037298	0.053957	0.004563	0.022973	0.010929	0.000336	0.000301	0.014820	0.034167	0.059793	0.075214	0.000035	0.024441	0.037156	0.013900	0.000000	0.049624	0.026722	0.019560	0.020974	0.000071
HIP06191	40751	0.007141	0.012638	0.044318	0.038649	0.087458	0.142230	0.113273	0.000000	0.029913	0.045987	0.033889	0.055042	0.004491	0.017963	0.010724	0.000466	0.000000	0.014355	0.032269	0.059655	0.057594	0.000025	0.021447	0.052858	0.013448	0.000000	0.042183	0.026355	0.018306	0.017153	0.000172
HIP07754	76595	0.008460	0.019740	0.023500	0.026647	0.107709	0.131014	0.119290	0.000026	0.031660	0.039781	0.034193	0.063163	0.005888	0.020719	0.011371	0.000614	0.000418	0.016659	0.036347	0.060004	0.069835	0.000039	0.024427	0.035968	0.013108	0.000000	0.038710	0.004178	0.021477	0.034885	0.000170
HIP08076	81209	0.007204	0.012770	0.050696	0.048184	0.084190	0.140145	0.116785	0.000000	0.032927	0.042040	0.036683	0.049539	0.003460	0.016180	0.009642	0.000394	0.000025	0.013656	0.031671	0.061446	0.060942	0.000062	0.021500	0.039331	0.011957	0.000000	0.043419	0.027288	0.016993	0.020687	0.000185
HIP08200	33081	0.007315	0.016112	0.052991	0.048548	0.096672	0.151930	0.120129	0.000000	0.032526	0.041293	0.031015	0.057525	0.003930	0.016505	0.011336	0.000423	0.000000	0.012847	0.030350	0.047459	0.049636	0.000030	0.021069	0.028234	0.011215	0.000000	0.039267	0.035247	0.015598	0.020646	0.000151
HIP08223	43690	0.008698	0.013710	0.027695	0.036713	0.092309	0.130968	0.109979	0.000000	0.028977	0.042802	0.030739	0.054017	0.005379	0.020874	0.012451	0.000481	0.000320	0.015061	0.032296	0.060151	0.059487	0.000000	0.019821	0.049187	0.014900	0.000000	0.055894	0.031197	0.021630	0.024216	0.000046
HIP08230	27744	0.007605	0.018527	0.036152	0.040441	0.109429	0.152069	0.098652	0.000036	0.026636	0.040045	0.022275	0.054174	0.005010	0.014994	0.011498	0.000216	0.000144	0.009840	0.025050	0.054462	0.041955	0.000108	0.019860	0.083802	0.016472	0.000000	0.043397	0.008146	0.026060	0.032692	0.000252
HIP08236	80104	0.011560	0.024481	0.022321	0.023757	0.100320	0.118870	0.104289	0.000012	0.030723	0.045254	0.034755	0.053156	0.004070	0.018101	0.010911	0.000412	0.000012	0.014606	0.035129	0.065315	0.065677	0.000037	0.024418	0.047451	0.014718	0.000012	0.049960	0.030835	0.019237	0.029437	0.000162
HIP08305	44002	0.005886	0.016636	0.054634	0.047271	0.095405	0.139289	0.124972	0.000000	0.032339	0.041339	0.040998	0.051611	0.004091	0.016249	0.010500	0.000318	0.000000	0.014408	0.029930	0.055611	0.059134	0.000023	0.020613	0.025953	0.011795	0.000000	0.036135	0.034862	0.015477	0.014249	0.000273
HIP08337	29677	0.008559	0.023958	0.025407	0.028473	0.117802	0.125114	0.128113	0.000034	0.033865	0.044782	0.041952	0.061024	0.005391	0.017017	0.010446	0.000303	0.000000	0.014927	0.032213	0.055936	0.062776	0.000034	0.023116	0.028170	0.011760	0.000000	0.040199	0.024969	0.016713	0.016646	0.000303
HIP08339	36041	0.010349	0.014206	0.019117	0.029550	0.115646	0.136678	0.095974	0.000028	0.032352	0.039538	0.033240	0.052191	0.004356	0.017230	0.011875	0.000305	0.000000	0.024195	0.041092	0.077911	0.028967	0.000111	0.022891	0.045892	0.016121	0.000028	0.039289	0.032075	0.025360	0.033212	0.000222
HIP08345	47078	0.006967	0.014996	0.034560	0.049046	0.098836	0.154106	0.104847	0.000000	0.031650	0.044543	0.030821	0.043566	0.003823	0.016696	0.010196	0.000467	0.000000	0.012702	0.033264	0.053995	0.054165	0.000085	0.021879	0.035728	0.015273	0.000021	0.043842	0.045032	0.021135	0.017588	0.000170
HIP08346	64484	0.007351	0.016113	0.029775	0.039932	0.098086	0.129939	0.115191	0.000016	0.031077	0.043220	0.027263	0.055037	0.004745	0.018237	0.012546	0.000682	0.000000	0.014345	0.034101	0.055285	0.059953	0.000031	0.025634	0.053533	0.013089	0.000000	0.051780	0.024983	0.019199	0.018547	0.000310
HIP08389	73656	0.005390	0.013006	0.045563	0.048672	0.083944	0.141577	0.115252	0.000000	0.030099	0.041124	0.034159	0.051903	0.005132	0.017731	0.011445	0.000339	0.000000	0.013387	0.030384	0.061706	0.052827	0.000027	0.021872	0.046473	0.013712	0.000000	0.042454	0.026216	0.018614	0.026732	0.000258
HIP08399	53678	0.008178	0.018164	0.037390	0.036943	0.109654	0.142256	0.107940	0.000000	0.030273	0.046630	0.033012	0.064216	0.004024	0.018741	0.009781	0.000540	0.000000	0.013898	0.032714	0.051939	0.057864	0.000056	0.023641	0.040147	0.014978	0.000000	0.039830	0.021163	0.018182	0.017735	0.000112
HIP08400	48114	0.004926	0.014175	0.050235	0.050443	0.094442	0.133724	0.116764	0.000042	0.032111	0.039760	0.028412	0.049071	0.003533	0.017438	0.011847	0.000374	0.000000	0.015401	0.034439	0.055015	0.057052	0.000021	0.021761	0.029139	0.009748	0.000021	0.044000	0.041713	0.019329	0.024920	0.000145
HIP08439	94101	0.007790	0.016780	0.051487	0.049691	0.094834	0.137363	0.117533	0.000000	0.031062	0.046153	0.035090	0.059872	0.004718	0.017492	0.010595	0.000478	0.000234	0.014697	0.031509	0.056673	0.066110	0.000064	0.021211	0.034537	0.013496	0.000000	0.040945	0.004081	0.016759	0.018533	0.000213
HIP08499	63462	0.008288	0.017286	0.023636	0.026425	0.108490	0.131780	0.105559	0.000000	0.033359	0.044263	0.029640	0.061123	0.004711	0.019208	0.012070	0.000410	0.000252	0.012874	0.027812	0.066307	0.062147	0.000016	0.022328	0.058775	0.018767	0.000000	0.048044	0.009124	0.024913	0.022265	0.000126
HIP08507	61019	0.006752	0.013307	0.036841	0.033285	0.101608	0.133467	0.132942	0.000000	0.024058	0.044986	0.044658	0.074419	0.006047	0.008997	0.006244	0.000279	0.000000	0.007555	0.023501	0.051492	0.065799	0.000000	0.020387	0.041938	0.012422	0.000000	0.043298	0.028581	0.017109	0.019912	0.000115
HIP08521	62070	0.008974	0.021218	0.037732	0.041002	0.103705	0.145545	0.112840	0.000016	0.026228	0.046786	0.032673	0.055872	0.005123	0.017561	0.012921	0.000419	0.000000	0.012744	0.030208	0.060335	0.053842	0.000097	0.023103	0.040229	0.013807	0.000000	0.046174	0.023522	0.013920	0.013211	0.000193
HIP08596	19964	0.008966	0.016029	0.030956	0.042426	0.125526	0.151773	0.094620	0.000000	0.027449	0.034362	0.033911	0.047385	0.004608	0.017281	0.010619	0.000150	0.000000	0.026347	0.040623	0.086656	0.019886	0.000150	0.017882	0.055149	0.014426	0.000000	0.032308	0.020487	0.025546	0.014226	0.000250
HIP08598	64592	0.007354	0.014367	0.034432	0.032047	0.099130	0.139321	0.113358	0.000031	0.028084	0.041662	0.036196	0.050889	0.004319	0.017758	0.009908	0.000573	0.000000	0.013113	0.031149	0.059558	0.068491	0.000015	0.023424	0.039262	0.014537	0.000000	0.050192	0.029849	0.021365	0.019383	0.000232
HIP08653	48927	0.009300	0.021195	0.027449	0.026345	0.115805	0.144092	0.111677	0.000000	0.033785	0.046804	0.033969	0.062236	0.006091	0.018987	0.012120	0.000347	0.000000	0.013449	0.030454	0.056472	0.054040	0.000000	0.024690	0.049768	0.015145	0.000000	0.040612	0.003965	0.019355	0.021624	0.000225
HIP08702	45270	0.007886	0.017716	0.023393	0.023791	0.100574	0.134372	0.125646	0.000022	0.022576	0.041661	0.033930	0.054186	0.005876	0.021825	0.012945	0.000552	0.000000	0.014999	0.032649	0.054341	0.063640	0.000022	0.024144	0.041860	0.013696	0.000022	0.049613	0.045924	0.020057	0.011951	0.000133
HIP08710	33066	0.007077	0.014002	0.031936	0.036987	0.093873	0.137664	0.104034	0.000000	0.032118	0.044638	0.023408	0.049084	0.003599	0.015393	0.011432	0.000333	0.000030	0.010676	0.027853	0.058731	0.047572	0.000030	0.019809	0.043428	0.016664	0.000000	0.072038	0.047632	0.024073	0.025827	0.000060
HIP08711	45178	0.006618	0.014852	0.031985	0.039267	0.100978	0.125681	0.116672	0.000000	0.029240	0.039001	0.026252	0.050888	0.004117	0.020408	0.012882	0.000642	0.000022	0.013613	0.032538	0.062198	0.057063	0.000022	0.024260	0.029262	0.012063	0.000000	0.057506	0.049028	0.019700	0.023131	0.000111
HIP08725	40510	0.008763	0.017946	0.025574	0.039793	0.101605	0.140188	0.109232	0.000025	0.032560	0.044236	0.029499	0.057048	0.004517	0.017107	0.011182	0.000346	0.000000	0.013848	0.030141	0.059195	0.054505	0.000099	0.022957	0.044483	0.015379	0.000000	0.053024	0.027154	0.020316	0.019156	0.000123
HIP08792	53318	0.009490	0.019037	0.024251	0.027402	0.106812	0.128137	0.108894	0.000000	0.033253	0.043156	0.038805	0.064575	0.004651	0.021362	0.012191	0.000488	0.000244	0.016373	0.033778	0.054616	0.071195	0.000075	0.024495	0.057373	0.014948	0.000000	0.039236	0.008552	0.018980	0.017405	0.000225
HIP08805	101614	0.009881	0.018944	0.025489	0.028933	0.105733	0.129047	0.109877	0.000010	0.026089	0.043606	0.033096	0.065198	0.005255	0.017242	0.010707	0.000335	0.000000	0.012233	0.030754	0.069055	0.055376	0.000079	0.023048	0.057108	0.014201	0.000000	0.043400	0.019564	0.019180	0.026355	0.000207
HIP08816	43348	0.011004	0.022908	0.025722	0.033658	0.128357	0.155555	0.107502	0.000000	0.022146	0.050937	0.030705	0.052551	0.003991	0.016610	0.011004	0.000461	0.000000	0.012227	0.030774	0.052298	0.053797	0.000000	0.022885	0.034558	0.013403	0.000000	0.041432	0.034165	0.018548	0.012642	0.000161
HIP08821	18552	0.009541	0.012182	0.025388	0.043823	0.105218	0.159498	0.096593	0.000000	0.025927	0.042745	0.029862	0.050561	0.003611	0.018650	0.009649	0.000485	0.000000	0.019243	0.037840	0.074170	0.030132	0.000000	0.022585	0.044092	0.014338	0.000000	0.045386	0.029161	0.019728	0.029269	0.000323
