hipid	total_tcrs	TCRBV01	TCRBV02	TCRBV03	TCRBV04	TCRBV05	TCRBV06	TCRBV07	TCRBV08	TCRBV09	TCRBV10	TCRBV11	TCRBV12	TCRBV13	TCRBV14	TCRBV15	TCRBV16	TCRBV17	TCRBV18	TCRBV19	TCRBV20	TCRBV21	TCRBV22	TCRBV23	TCRBV24	TCRBV25	TCRBV26	TCRBV27	TCRBV28	TCRBV29	TCRBV30	TCRBVA
HIP00110	25982	0.008621	0.019783	0.026210	0.027173	0.111654	0.133362	0.117120	0.000000	0.036256	0.046147	0.037218	0.063005	0.004542	0.014626	0.009045	0.000385	0.000000	0.014318	0.034216	0.061658	0.064468	0.000077	0.022939	0.046609	0.012470	0.000000	0.036756	0.005311	0.018628	0.027057	0.000346
HIP00169	18971	0.006378	0.014707	0.043435	0.044015	0.103632	0.148595	0.111486	0.000000	0.028043	0.044753	0.032998	0.060513	0.004428	0.017606	0.010279	0.000896	0.000105	0.013020	0.029519	0.051500	0.056244	0.000053	0.021507	0.036319	0.013494	0.000000	0.039218	0.022719	0.018660	0.025723	0.000158
HIP00594	37695	0.009020	0.019631	0.023611	0.030031	0.120626	0.136968	0.107680	0.000000	0.026396	0.049370	0.028067	0.059186	0.004006	0.019499	0.012840	0.000531	0.000027	0.012575	0.033585	0.048786	0.053588	0.000106	0.023770	0.035363	0.013370	0.000000	0.047831	0.037485	0.019446	0.026396	0.000212
HIP00602	50899	0.006071	0.014087	0.051101	0.049294	0.086289	0.142144	0.125287	0.000000	0.034264	0.042123	0.032869	0.053105	0.003674	0.016562	0.010511	0.000472	0.000000	0.013733	0.032339	0.059431	0.059805	0.000059	0.022554	0.033714	0.012240	0.000000	0.041907	0.023262	0.016523	0.016385	0.000196
HIP00614	22568	0.007666	0.013160	0.028758	0.046925	0.087868	0.133419	0.101826	0.000044	0.032524	0.038240	0.032878	0.053704	0.004431	0.021446	0.010546	0.000266	0.000000	0.020427	0.039215	0.084899	0.036468	0.000133	0.025080	0.043912	0.015907	0.000000	0.041342	0.024061	0.024947	0.029511	0.000399
HIP00640	47726	0.006894	0.016259	0.038637	0.037862	0.097201	0.130474	0.116792	0.000021	0.028789	0.041298	0.036814	0.059695	0.004924	0.019151	0.011419	0.000608	0.000272	0.015484	0.032121	0.067385	0.068034	0.000063	0.024599	0.043477	0.012781	0.000000	0.037233	0.007354	0.018627	0.025542	0.000189
HIP00707	37489	0.006295	0.015765	0.047134	0.056843	0.096908	0.156606	0.107151	0.000000	0.030756	0.043960	0.031049	0.053349	0.004988	0.016725	0.011043	0.000400	0.000267	0.010750	0.025341	0.051668	0.046680	0.000027	0.020593	0.048734	0.014511	0.000027	0.037051	0.020033	0.018432	0.026835	0.000080
HIP00710	14728	0.009166	0.011882	0.021795	0.054047	0.109791	0.154468	0.096551	0.000000	0.026276	0.039788	0.029264	0.053096	0.004006	0.017721	0.009845	0.000407	0.000068	0.022882	0.034153	0.087249	0.022542	0.000136	0.021116	0.070003	0.018740	0.000000	0.030961	0.005839	0.026276	0.021727	0.000204
HIP00715	78235	0.006634	0.014124	0.039420	0.045402	0.090982	0.142916	0.110846	0.000000	0.033093	0.042960	0.035649	0.051869	0.004014	0.015926	0.011926	0.000371	0.000038	0.012705	0.029360	0.058145	0.057468	0.000013	0.021653	0.031814	0.012923	0.000013	0.046578	0.041708	0.017090	0.024107	0.000256
HIP00728	23641	0.007402	0.015439	0.034347	0.040015	0.097669	0.137008	0.113235	0.000000	0.032697	0.047037	0.029144	0.052451	0.004230	0.019627	0.012817	0.000804	0.000000	0.014170	0.033966	0.054312	0.059092	0.000000	0.023180	0.032486	0.012605	0.000000	0.043399	0.044541	0.017300	0.020811	0.000211
HIP00734	25636	0.006514	0.014628	0.041933	0.035926	0.090147	0.131612	0.113941	0.000000	0.025823	0.040373	0.031128	0.050671	0.004174	0.016383	0.009206	0.000312	0.000000	0.015603	0.033508	0.067444	0.067717	0.000117	0.022273	0.040022	0.015252	0.000000	0.049618	0.029919	0.020752	0.024926	0.000078
HIP00761	32603	0.008281	0.018557	0.033248	0.038187	0.100359	0.141582	0.126829	0.000000	0.029599	0.042972	0.030795	0.061988	0.005368	0.020397	0.013312	0.000736	0.000000	0.013894	0.035886	0.061497	0.055240	0.000061	0.023065	0.028310	0.013404	0.000000	0.037328	0.021440	0.016041	0.021409	0.000215
HIP00769	35018	0.007796	0.017163	0.034182	0.037723	0.097864	0.134302	0.112028	0.000029	0.024587	0.041978	0.038237	0.059741	0.004226	0.017819	0.010366	0.000371	0.000000	0.017305	0.037238	0.058370	0.068822	0.000143	0.026501	0.048918	0.015649	0.000000	0.043663	0.005426	0.020561	0.018676	0.000314
HIP00771	74791	0.007501	0.017663	0.037478	0.038400	0.089409	0.137624	0.112554	0.000053	0.019655	0.042224	0.036756	0.049404	0.004479	0.019588	0.012074	0.000495	0.000013	0.014561	0.034964	0.054833	0.065757	0.000067	0.023519	0.043936	0.013197	0.000000	0.044497	0.042759	0.018465	0.017810	0.000267
HIP00773	85463	0.007910	0.016884	0.042545	0.040158	0.099517	0.132127	0.113008	0.000012	0.029767	0.044932	0.030937	0.062670	0.004903	0.020676	0.010987	0.000491	0.000012	0.012976	0.032505	0.065982	0.056293	0.000059	0.023753	0.040661	0.015211	0.000000	0.042580	0.002633	0.018335	0.031242	0.000234
HIP00775	49751	0.006573	0.015256	0.036220	0.035034	0.091556	0.126329	0.106571	0.000000	0.032100	0.044019	0.033326	0.053064	0.004040	0.018532	0.012542	0.000181	0.000000	0.014311	0.031999	0.060662	0.060903	0.000040	0.023758	0.041688	0.015377	0.000000	0.050150	0.049486	0.020542	0.015698	0.000040
HIP00777	61652	0.006374	0.015198	0.049228	0.051158	0.095990	0.149192	0.119331	0.000016	0.033365	0.041848	0.034711	0.056267	0.004704	0.015993	0.011468	0.000438	0.000000	0.013057	0.030478	0.060176	0.053591	0.000016	0.023081	0.048336	0.011370	0.000000	0.034776	0.002741	0.015928	0.020859	0.000308
HIP00779	27930	0.009381	0.012710	0.022556	0.043681	0.104261	0.142750	0.096276	0.000036	0.035840	0.039778	0.033512	0.050841	0.004332	0.017472	0.008700	0.000179	0.000072	0.020516	0.040888	0.081203	0.029216	0.000036	0.021339	0.063265	0.024060	0.000036	0.034336	0.011242	0.025564	0.025815	0.000107
HIP00805	64656	0.007548	0.015265	0.022442	0.028010	0.103455	0.115132	0.102496	0.000015	0.031412	0.044219	0.034026	0.053452	0.003356	0.018668	0.010486	0.000418	0.000000	0.013765	0.030917	0.058030	0.065268	0.000077	0.022550	0.038078	0.014105	0.000015	0.075059	0.047405	0.020338	0.023818	0.000170
HIP00813	20975	0.006579	0.015638	0.051824	0.054493	0.096305	0.148415	0.120858	0.000000	0.032563	0.044338	0.028319	0.049964	0.004672	0.016591	0.011347	0.000286	0.000000	0.010298	0.029273	0.050918	0.046627	0.000000	0.020453	0.025602	0.012443	0.000000	0.043814	0.039237	0.016210	0.022789	0.000143
HIP00819	31931	0.006389	0.017256	0.024428	0.029720	0.106981	0.127274	0.123767	0.000031	0.034888	0.044440	0.037268	0.061226	0.005825	0.020482	0.010617	0.000720	0.000031	0.015252	0.035483	0.057280	0.059503	0.000031	0.021703	0.063762	0.012715	0.000000	0.040212	0.007234	0.016567	0.018697	0.000219
HIP00822	32740	0.005987	0.013348	0.033965	0.033629	0.092700	0.121869	0.113714	0.000031	0.030544	0.039951	0.036836	0.042395	0.004429	0.018509	0.012340	0.000519	0.000000	0.015180	0.037874	0.065363	0.067227	0.000092	0.024740	0.027398	0.014539	0.000000	0.050397	0.050275	0.019701	0.026206	0.000244
HIP00825	76667	0.007956	0.015913	0.023139	0.024300	0.101817	0.118539	0.105678	0.000026	0.034043	0.044335	0.035426	0.049226	0.004122	0.017856	0.012756	0.000352	0.000000	0.014139	0.033287	0.062400	0.059361	0.000091	0.023230	0.031487	0.013304	0.000000	0.074191	0.044387	0.020569	0.027952	0.000117
HIP00826	38445	0.008194	0.018832	0.025855	0.027910	0.111432	0.130758	0.109923	0.000000	0.032722	0.046820	0.030433	0.053687	0.004084	0.016777	0.012199	0.000364	0.000000	0.014306	0.032722	0.057355	0.059488	0.000026	0.022786	0.029731	0.012771	0.000000	0.055144	0.042372	0.021017	0.022162	0.000130
HIP00832	48092	0.005864	0.012788	0.042855	0.044768	0.087437	0.135740	0.107981	0.000000	0.029527	0.039113	0.034101	0.045933	0.003493	0.017342	0.010438	0.000353	0.000000	0.012039	0.031315	0.056787	0.061154	0.000083	0.021708	0.036472	0.012476	0.000000	0.061320	0.048220	0.017924	0.022603	0.000166
HIP00838	82875	0.008193	0.018679	0.041931	0.040929	0.104471	0.145484	0.121472	0.000000	0.034027	0.043837	0.034594	0.059897	0.004440	0.021140	0.010256	0.000434	0.000217	0.012501	0.031143	0.055035	0.058196	0.000012	0.021538	0.027113	0.011318	0.000000	0.036923	0.019318	0.014480	0.022335	0.000084
HIP00851	74929	0.009756	0.017750	0.022381	0.026385	0.106581	0.125492	0.108303	0.000027	0.017897	0.046137	0.037943	0.056627	0.004164	0.020112	0.011251	0.000520	0.000013	0.012278	0.033151	0.067971	0.067437	0.000013	0.024103	0.037315	0.015855	0.000000	0.053557	0.048940	0.014761	0.013159	0.000120
HIP00869	70791	0.007317	0.018039	0.038550	0.035866	0.091805	0.127333	0.118843	0.000014	0.030117	0.041743	0.033705	0.056730	0.003842	0.017248	0.010806	0.000466	0.000000	0.013731	0.031332	0.062338	0.058892	0.000042	0.021345	0.046786	0.012742	0.000000	0.053919	0.025893	0.017290	0.023096	0.000170
HIP00898	66918	0.008757	0.018201	0.032906	0.038734	0.112944	0.151200	0.114095	0.000000	0.030530	0.047282	0.033235	0.062405	0.004334	0.017379	0.010625	0.000553	0.000030	0.013121	0.028199	0.052422	0.043770	0.000030	0.020144	0.031621	0.013375	0.000000	0.038076	0.032966	0.019158	0.023760	0.000149
HIP00904	48279	0.006752	0.014872	0.035833	0.035419	0.092007	0.130305	0.116386	0.000041	0.024731	0.043414	0.032996	0.053377	0.003728	0.020009	0.011496	0.000373	0.000000	0.013339	0.034404	0.061310	0.068974	0.000062	0.024151	0.043870	0.014768	0.000000	0.049318	0.028812	0.020237	0.018745	0.000269
HIP00924	42150	0.009371	0.020949	0.026904	0.026121	0.114093	0.135967	0.122325	0.000071	0.027568	0.045101	0.040403	0.064199	0.005552	0.017343	0.010605	0.000332	0.000190	0.015848	0.032693	0.053310	0.063345	0.000119	0.023986	0.047711	0.014781	0.000000	0.039027	0.003179	0.016370	0.022206	0.000332
HIP00926	75593	0.005477	0.013427	0.051936	0.044052	0.088513	0.135277	0.120527	0.000000	0.031392	0.042134	0.036326	0.054952	0.005133	0.018269	0.012118	0.000450	0.000013	0.014657	0.030095	0.058193	0.059027	0.000053	0.022701	0.041446	0.012435	0.000000	0.042266	0.024288	0.018679	0.016060	0.000106
HIP00934	51778	0.007822	0.015354	0.055274	0.041446	0.094229	0.145660	0.113929	0.000019	0.030978	0.044903	0.024006	0.059156	0.004384	0.015161	0.011974	0.000483	0.000155	0.009966	0.025764	0.055603	0.052706	0.000039	0.019893	0.041253	0.013635	0.000000	0.046178	0.023195	0.021824	0.024972	0.000039
HIP00951	23467	0.008310	0.011378	0.024716	0.063579	0.096050	0.161376	0.098351	0.000043	0.034474	0.033877	0.025056	0.043891	0.004261	0.015980	0.009971	0.000256	0.000000	0.022926	0.033664	0.082371	0.016960	0.000000	0.017386	0.035752	0.015426	0.000000	0.033025	0.043337	0.026974	0.040482	0.000128
HIP00971	63766	0.006900	0.015635	0.030283	0.038406	0.104413	0.143242	0.117602	0.000016	0.034391	0.043299	0.031004	0.061804	0.003811	0.017094	0.010335	0.000596	0.000031	0.014883	0.033529	0.056143	0.058809	0.000031	0.024653	0.036665	0.013471	0.000000	0.040382	0.022849	0.019007	0.020465	0.000251
HIP00985	51948	0.006661	0.015843	0.031493	0.039347	0.098406	0.140698	0.103796	0.000019	0.034939	0.044525	0.044294	0.050031	0.004562	0.017210	0.011030	0.000347	0.000000	0.015381	0.027508	0.055690	0.059117	0.000000	0.020463	0.030126	0.013186	0.000019	0.051686	0.038943	0.020155	0.024332	0.000193
HIP00997	68035	0.005629	0.012053	0.051400	0.040406	0.084486	0.134798	0.115823	0.000029	0.031043	0.043169	0.027133	0.063262	0.003895	0.020431	0.010686	0.000412	0.000000	0.013861	0.034820	0.051341	0.065790	0.000073	0.023312	0.050107	0.013625	0.000000	0.045668	0.023444	0.013640	0.019519	0.000147
HIP00999	47433	0.005692	0.012333	0.034385	0.035587	0.059473	0.178441	0.084414	0.000000	0.028630	0.034153	0.033141	0.055953	0.002699	0.013176	0.013556	0.000506	0.000021	0.010183	0.027238	0.076466	0.044652	0.000000	0.031371	0.042249	0.020302	0.000042	0.032214	0.054097	0.017161	0.051378	0.000485
HIP01004	54302	0.010276	0.019410	0.025064	0.027697	0.119075	0.128688	0.112169	0.000037	0.036573	0.048562	0.030017	0.062465	0.004604	0.015764	0.008692	0.000368	0.000000	0.013241	0.031859	0.055965	0.059611	0.000092	0.024806	0.043718	0.016022	0.000000	0.043829	0.006096	0.020957	0.034142	0.000203
HIP01022	46902	0.005842	0.013112	0.030276	0.048889	0.093301	0.148650	0.121232	0.000000	0.031214	0.042685	0.026673	0.057801	0.003433	0.015842	0.010682	0.000512	0.000064	0.011812	0.029977	0.053942	0.049977	0.000085	0.019530	0.047013	0.014690	0.000000	0.044859	0.040638	0.019893	0.017185	0.000192
HIP01055	15090	0.007356	0.011199	0.038502	0.052883	0.091319	0.143804	0.126706	0.000000	0.031809	0.042545	0.032074	0.052021	0.004109	0.017893	0.010272	0.000133	0.000000	0.013585	0.035918	0.061034	0.056064	0.000133	0.022465	0.035189	0.012591	0.000000	0.037575	0.027568	0.016170	0.018953	0.000133
HIP01091	53745	0.006773	0.014718	0.056061	0.042776	0.086706	0.144925	0.134115	0.000019	0.032840	0.043948	0.029305	0.063392	0.004112	0.017974	0.009843	0.000428	0.000019	0.016188	0.032356	0.058145	0.065178	0.000056	0.022123	0.035017	0.012373	0.000000	0.038627	0.004112	0.017062	0.010643	0.000167
HIP01129	41857	0.007263	0.014072	0.037389	0.046922	0.093246	0.154550	0.110591	0.000000	0.027881	0.043553	0.025659	0.052823	0.004444	0.019208	0.011300	0.000382	0.000000	0.010823	0.028287	0.058174	0.047614	0.000072	0.021573	0.049430	0.018014	0.000024	0.040614	0.023676	0.023867	0.028311	0.000239
HIP01140	52311	0.005467	0.012349	0.049569	0.038214	0.086425	0.141557	0.125901	0.000000	0.033129	0.038673	0.033893	0.056948	0.004951	0.019327	0.010418	0.000363	0.000000	0.014834	0.036474	0.059337	0.063944	0.000019	0.022347	0.045440	0.013726	0.000000	0.040011	0.005735	0.017606	0.023169	0.000172
HIP01160	31546	0.005706	0.016199	0.036169	0.035726	0.096050	0.132822	0.121061	0.000000	0.022919	0.043777	0.038769	0.049610	0.004913	0.017467	0.011856	0.000507	0.000000	0.017784	0.035123	0.056394	0.070469	0.000095	0.023109	0.036582	0.013187	0.000000	0.045204	0.028593	0.017086	0.022697	0.000127
HIP01161	26385	0.005723	0.014440	0.032026	0.051469	0.094486	0.150351	0.111882	0.000000	0.033390	0.042903	0.024294	0.045329	0.004662	0.016525	0.010460	0.000569	0.000000	0.012810	0.032594	0.059125	0.054349	0.000000	0.020883	0.037521	0.015009	0.000000	0.044343	0.039833	0.019746	0.025090	0.000190
HIP01162	42637	0.006145	0.015550	0.035767	0.036869	0.096466	0.133007	0.120177	0.000000	0.023383	0.042780	0.036002	0.059901	0.004175	0.017919	0.009780	0.000422	0.000000	0.015268	0.034782	0.055023	0.066867	0.000164	0.025612	0.037409	0.015620	0.000000	0.045031	0.020288	0.013158	0.032155	0.000281
HIP01180	52589	0.007454	0.015307	0.040940	0.034171	0.096047	0.128791	0.114739	0.000000	0.021773	0.044287	0.031604	0.056190	0.003442	0.019472	0.012474	0.000570	0.000000	0.015193	0.037080	0.065888	0.066440	0.000038	0.024815	0.028789	0.014832	0.000000	0.048622	0.045143	0.007967	0.017589	0.000342
HIP01181	19737	0.006029	0.014845	0.047322	0.049248	0.096975	0.151036	0.123423	0.000000	0.029640	0.044232	0.032933	0.058925	0.003749	0.014744	0.012819	0.000456	0.000000	0.014187	0.035314	0.055936	0.053656	0.000000	0.019659	0.029437	0.012869	0.000000	0.032122	0.020115	0.017024	0.023104	0.000203
HIP01197	55015	0.008052	0.019831	0.043279	0.034700	0.096101	0.112079	0.115732	0.000000	0.030792	0.041098	0.031737	0.060111	0.004381	0.015977	0.012669	0.000473	0.000036	0.017577	0.036535	0.055748	0.066927	0.000073	0.024412	0.025975	0.011797	0.000018	0.047078	0.046351	0.018304	0.022067	0.000091
HIP01206	19353	0.006717	0.018343	0.031933	0.032760	0.093577	0.119206	0.107115	0.000000	0.033070	0.042061	0.033638	0.052188	0.004392	0.018447	0.011574	0.000517	0.000000	0.015760	0.034517	0.059061	0.065003	0.000000	0.022322	0.032863	0.013125	0.000052	0.059991	0.052912	0.022735	0.016018	0.000103
HIP01218	40763	0.009347	0.017540	0.021048	0.025513	0.100115	0.130731	0.107254	0.000025	0.022815	0.045556	0.028702	0.059269	0.005078	0.022594	0.012143	0.000515	0.000000	0.016314	0.033952	0.058435	0.061575	0.000074	0.023183	0.040282	0.016804	0.000000	0.065280	0.029046	0.022422	0.024090	0.000294
HIP01219	43622	0.008620	0.017468	0.022007	0.027715	0.117899	0.128100	0.115515	0.000000	0.031612	0.043808	0.026798	0.056852	0.006648	0.022053	0.011691	0.000413	0.000229	0.016070	0.032988	0.058090	0.056600	0.000046	0.022649	0.044404	0.015978	0.000000	0.043992	0.029045	0.020494	0.022053	0.000160
HIP01220	45528	0.005359	0.013882	0.048454	0.045752	0.080061	0.138684	0.122935	0.000000	0.032310	0.041601	0.036637	0.051595	0.004107	0.019373	0.010741	0.000527	0.000154	0.015749	0.032749	0.058360	0.064751	0.000066	0.019922	0.035517	0.012717	0.000000	0.042567	0.024161	0.016166	0.024996	0.000110
HIP01223	49290	0.006695	0.016920	0.036884	0.037249	0.096145	0.143964	0.109515	0.000000	0.024325	0.045100	0.037837	0.056604	0.004281	0.022378	0.012376	0.000426	0.000020	0.014668	0.035748	0.055589	0.070379	0.000041	0.024569	0.039927	0.014202	0.000000	0.045587	0.003652	0.020613	0.024082	0.000223
HIP01232	36015	0.007247	0.014661	0.037929	0.053256	0.095405	0.150410	0.125531	0.000000	0.034014	0.042205	0.025961	0.057698	0.004526	0.018631	0.009218	0.000416	0.000000	0.012273	0.031376	0.051978	0.051256	0.000000	0.021880	0.037401	0.014716	0.000000	0.042038	0.018465	0.018270	0.022990	0.000250
HIP01253	41769	0.008978	0.019584	0.027772	0.043094	0.104647	0.155833	0.112572	0.000000	0.024827	0.047954	0.024348	0.064186	0.004956	0.016591	0.011564	0.000263	0.000000	0.014532	0.026144	0.052479	0.044243	0.000024	0.019632	0.058033	0.016495	0.000000	0.039886	0.018794	0.021475	0.020853	0.000239
HIP01255	75426	0.005979	0.013232	0.049055	0.047450	0.088206	0.141039	0.126588	0.000000	0.037467	0.042943	0.033569	0.052117	0.004335	0.017766	0.010248	0.000384	0.000013	0.014822	0.034219	0.052992	0.061305	0.000027	0.021027	0.032363	0.011985	0.000027	0.041166	0.025243	0.015379	0.018813	0.000239
HIP01264	56278	0.006326	0.013416	0.047958	0.049220	0.089289	0.141725	0.113384	0.001777	0.030669	0.040389	0.034578	0.049504	0.004211	0.015495	0.009471	0.000569	0.000000	0.013220	0.032215	0.064572	0.062049	0.000053	0.021891	0.038274	0.011639	0.000018	0.044369	0.027577	0.018497	0.017502	0.000142
HIP01266	62994	0.007096	0.013160	0.038781	0.046798	0.094168	0.148395	0.116551	0.000016	0.028288	0.044877	0.032686	0.054973	0.004588	0.017414	0.010906	0.000556	0.000016	0.013589	0.029209	0.055069	0.054846	0.000048	0.023447	0.040496	0.015224	0.000000	0.032987	0.033860	0.013906	0.027971	0.000079
HIP01298	51879	0.007093	0.014418	0.038975	0.032884	0.084581	0.123287	0.120049	0.000000	0.028451	0.041288	0.036373	0.054685	0.005474	0.018485	0.012626	0.000424	0.000347	0.016288	0.031535	0.063475	0.077449	0.000116	0.024519	0.031766	0.014765	0.000000	0.048671	0.027969	0.020760	0.022977	0.000270
HIP01313	47689	0.008220	0.018159	0.041708	0.036067	0.101638	0.134916	0.117868	0.000000	0.030783	0.046216	0.041813	0.047202	0.004299	0.018663	0.011533	0.000356	0.000021	0.013211	0.033383	0.050724	0.058840	0.000021	0.020655	0.034159	0.012519	0.000000	0.043469	0.038080	0.017027	0.018285	0.000168
HIP01359	25264	0.013577	0.013022	0.016347	0.036613	0.113442	0.152272	0.093730	0.000079	0.018168	0.030557	0.026520	0.049280	0.005898	0.016229	0.012112	0.000119	0.000000	0.027707	0.037484	0.099509	0.016149	0.000040	0.019554	0.054069	0.017654	0.000040	0.031468	0.008035	0.033526	0.056721	0.000079
HIP01384	27079	0.006352	0.016618	0.037298	0.032054	0.102219	0.136970	0.116105	0.000000	0.034233	0.045977	0.035600	0.061450	0.004653	0.016618	0.008051	0.000517	0.000000	0.015769	0.033125	0.055209	0.064700	0.000037	0.022305	0.050002	0.013738	0.000000	0.037963	0.004136	0.019277	0.028842	0.000185
HIP01391	38790	0.005130	0.013225	0.051869	0.041222	0.085202	0.135138	0.127404	0.000000	0.031477	0.041042	0.034700	0.052746	0.003815	0.017298	0.010106	0.000412	0.000000	0.013792	0.034932	0.052075	0.067234	0.000000	0.023099	0.023975	0.010699	0.000000	0.043929	0.040835	0.017737	0.020727	0.000180
HIP01392	36092	0.004849	0.012939	0.048293	0.039593	0.083343	0.130029	0.114845	0.000000	0.031198	0.039593	0.035908	0.042974	0.004350	0.019062	0.011415	0.000637	0.000000	0.014518	0.036490	0.060318	0.065998	0.000111	0.024299	0.026045	0.013964	0.000000	0.050510	0.054056	0.017982	0.016430	0.000249
HIP01393	55137	0.007218	0.018300	0.023160	0.024466	0.111468	0.128589	0.108892	0.000000	0.026135	0.044979	0.037271	0.060141	0.004462	0.017701	0.010828	0.000562	0.000200	0.013494	0.038504	0.058545	0.070098	0.000091	0.025482	0.040953	0.013022	0.000000	0.041551	0.030578	0.017230	0.025954	0.000127
HIP01465	42697	0.007260	0.017050	0.038457	0.040846	0.099258	0.135419	0.124107	0.000000	0.023116	0.043282	0.035998	0.056889	0.004309	0.017167	0.010680	0.000398	0.000047	0.014872	0.034522	0.064993	0.069794	0.000070	0.024287	0.037333	0.012718	0.000000	0.036162	0.004825	0.018034	0.027847	0.000258
HIP01470	45365	0.007539	0.016775	0.034498	0.037915	0.099217	0.135743	0.113942	0.000000	0.031015	0.043161	0.032470	0.052507	0.004761	0.018340	0.011881	0.000287	0.000022	0.011551	0.027863	0.066792	0.061413	0.000066	0.022617	0.039634	0.015342	0.000000	0.047900	0.027554	0.021779	0.017128	0.000287
HIP01499	16291	0.008103	0.019643	0.038794	0.037567	0.109631	0.141919	0.112639	0.000000	0.029894	0.044319	0.039347	0.060217	0.004665	0.017617	0.009883	0.000552	0.000000	0.012891	0.033024	0.057823	0.060770	0.000000	0.023510	0.043214	0.014057	0.000000	0.040268	0.004849	0.015653	0.019152	0.000000
HIP01501	7429	0.009423	0.008480	0.018037	0.058420	0.106609	0.148876	0.087226	0.000000	0.037152	0.033383	0.026787	0.037286	0.003904	0.017768	0.010365	0.000269	0.000000	0.025845	0.039305	0.089245	0.012788	0.000135	0.017634	0.031633	0.017499	0.000000	0.041459	0.039978	0.029748	0.050612	0.000135
HIP01571	28495	0.004667	0.013125	0.051026	0.041411	0.092437	0.136340	0.111774	0.000035	0.031023	0.041902	0.038042	0.051483	0.002772	0.014388	0.009124	0.000456	0.000000	0.010984	0.036041	0.057519	0.061449	0.000035	0.021021	0.032286	0.011827	0.000000	0.047903	0.046675	0.017126	0.016985	0.000140
HIP01582	26145	0.005814	0.015223	0.038669	0.036718	0.092331	0.135131	0.118111	0.000000	0.033964	0.043909	0.036336	0.055383	0.003710	0.015108	0.009562	0.000497	0.000000	0.013884	0.033429	0.064601	0.062727	0.000076	0.021266	0.036718	0.012354	0.000000	0.050641	0.025779	0.016600	0.021113	0.000344
HIP01596	44733	0.012340	0.021662	0.028480	0.031029	0.119531	0.135761	0.117967	0.000045	0.029844	0.048286	0.037087	0.065433	0.004851	0.018689	0.010775	0.000469	0.000000	0.014374	0.033085	0.054568	0.054769	0.000067	0.024300	0.048018	0.013346	0.000000	0.039300	0.006081	0.017437	0.012295	0.000112
HIP01597	47197	0.007543	0.017056	0.033138	0.036040	0.094053	0.127423	0.115219	0.000021	0.032248	0.046274	0.037291	0.055152	0.005043	0.018116	0.011272	0.000360	0.000000	0.015086	0.032290	0.064114	0.061678	0.000127	0.021696	0.045109	0.014344	0.000000	0.042397	0.023752	0.018518	0.024387	0.000254
HIP01765	13101	0.007557	0.013968	0.029692	0.042516	0.098618	0.127395	0.111518	0.000076	0.035035	0.043737	0.034120	0.055110	0.004198	0.020304	0.010763	0.000382	0.000000	0.021525	0.036486	0.074116	0.033891	0.000076	0.022823	0.029082	0.016640	0.000000	0.040150	0.045264	0.019693	0.025036	0.000229
HIP01795	37179	0.005971	0.015493	0.035638	0.034078	0.094085	0.133059	0.120955	0.000054	0.032545	0.042658	0.042820	0.053202	0.004680	0.019151	0.012104	0.000619	0.000000	0.015116	0.035074	0.060895	0.064176	0.000000	0.023024	0.027569	0.012211	0.000000	0.043842	0.028672	0.017133	0.024907	0.000269
HIP01797	36002	0.005333	0.013138	0.041387	0.042025	0.083218	0.132632	0.111716	0.000000	0.027998	0.040248	0.038637	0.047553	0.004166	0.018805	0.009555	0.000472	0.000222	0.011722	0.034498	0.065830	0.073135	0.000028	0.023415	0.040470	0.015027	0.000000	0.043386	0.032276	0.019943	0.023082	0.000083
HIP01798	51992	0.005289	0.012617	0.046180	0.046257	0.083898	0.138348	0.121403	0.000000	0.030197	0.041468	0.035044	0.051085	0.004424	0.018157	0.011367	0.000692	0.000000	0.016253	0.032293	0.053431	0.061702	0.000019	0.023350	0.029812	0.011829	0.000000	0.044161	0.044103	0.017233	0.019253	0.000135
HIP01805	72476	0.007892	0.016599	0.033142	0.033045	0.099716	0.125517	0.118991	0.000000	0.032756	0.043311	0.027816	0.055122	0.003988	0.017799	0.010597	0.000538	0.000000	0.014653	0.034122	0.059496	0.056957	0.000014	0.023387	0.039723	0.012735	0.000000	0.047574	0.043325	0.018116	0.022959	0.000110
HIP01820	46772	0.007868	0.019114	0.038057	0.038485	0.102476	0.149384	0.123600	0.000021	0.033353	0.046374	0.039254	0.061853	0.005302	0.017532	0.011524	0.000385	0.000021	0.013790	0.030403	0.059929	0.057877	0.000064	0.023048	0.038078	0.013491	0.000043	0.036090	0.004148	0.016313	0.011930	0.000192
HIP01850	36602	0.008879	0.018988	0.023141	0.026037	0.106852	0.122835	0.110923	0.000000	0.031091	0.045817	0.031009	0.059368	0.004945	0.020819	0.011420	0.000601	0.000656	0.014671	0.037293	0.064696	0.078001	0.000027	0.025135	0.056172	0.014371	0.000000	0.035217	0.007541	0.018906	0.024507	0.000082
HIP01856	30169	0.007988	0.016109	0.034704	0.037290	0.096324	0.136862	0.116444	0.000000	0.026749	0.044019	0.033776	0.058736	0.003878	0.018197	0.011303	0.000563	0.000000	0.014054	0.034506	0.052106	0.056747	0.000066	0.021976	0.034970	0.012198	0.000000	0.049985	0.043588	0.017369	0.019424	0.000066
