hipid	total_tcrs	TCRBV01	TCRBV02	TCRBV03	TCRBV04	TCRBV05	TCRBV06	TCRBV07	TCRBV08	TCRBV09	TCRBV10	TCRBV11	TCRBV12	TCRBV13	TCRBV14	TCRBV15	TCRBV16	TCRBV17	TCRBV18	TCRBV19	TCRBV20	TCRBV21	TCRBV22	TCRBV23	TCRBV24	TCRBV25	TCRBV26	TCRBV27	TCRBV28	TCRBV29	TCRBV30	TCRBVA
HIP04552	285447	0.000589	0.035877	0.031596	0.049109	0.113997	0.129951	0.120951	0.000000	0.024239	0.025924	0.036497	0.050226	0.007056	0.009326	0.014920	0.000680	0.000021	0.025161	0.047532	0.086962	0.006695	0.000007	0.002039	0.020063	0.008835	0.000000	0.037503	0.077794	0.017439	0.019002	0.000011
HIP04555	344036	0.000637	0.034947	0.036269	0.069100	0.109491	0.167497	0.113154	0.000000	0.039708	0.038848	0.042734	0.067627	0.007958	0.008557	0.012010	0.000549	0.000012	0.022349	0.039260	0.080431	0.005543	0.000009	0.002250	0.009726	0.010464	0.000000	0.032895	0.006499	0.021123	0.020329	0.000023
HIP04576	221114	0.000547	0.033874	0.027759	0.071054	0.119848	0.149086	0.134270	0.000000	0.043276	0.020912	0.019981	0.058237	0.008810	0.010895	0.016376	0.000773	0.000018	0.020229	0.048066	0.076703	0.004826	0.000005	0.002126	0.020261	0.012053	0.000000	0.039685	0.006241	0.027497	0.026579	0.000014
HIP04578	268491	0.000391	0.032046	0.029278	0.063935	0.118023	0.159480	0.140630	0.000000	0.045484	0.022984	0.031927	0.050706	0.006421	0.009345	0.012932	0.000909	0.000000	0.022306	0.047692	0.084815	0.004875	0.000000	0.001799	0.017680	0.010265	0.000000	0.033908	0.007639	0.022232	0.022280	0.000019
HIP04597	213976	0.000752	0.041472	0.039902	0.024246	0.115064	0.115419	0.110526	0.000000	0.040308	0.026209	0.031630	0.046645	0.007907	0.010338	0.012674	0.001150	0.000000	0.023867	0.052029	0.077752	0.005865	0.000005	0.002220	0.021353	0.007608	0.000000	0.053674	0.073789	0.024035	0.033513	0.000047
HIP04605	242871	0.000605	0.041042	0.034183	0.034063	0.147486	0.113805	0.096870	0.000000	0.028348	0.037481	0.038728	0.036171	0.005801	0.006724	0.012167	0.000852	0.000000	0.025606	0.040717	0.103899	0.006567	0.000012	0.002326	0.016408	0.007461	0.000000	0.040252	0.067896	0.026640	0.027875	0.000012
HIP04611	267972	0.000511	0.028107	0.030798	0.033824	0.113721	0.121572	0.122946	0.000000	0.046210	0.026607	0.032727	0.049524	0.011867	0.008639	0.015106	0.000795	0.000000	0.018562	0.047094	0.064421	0.004112	0.000007	0.001661	0.019450	0.010471	0.000000	0.052804	0.072601	0.028742	0.037112	0.000007
HIP04634	265678	0.000580	0.040722	0.032859	0.042943	0.111477	0.120571	0.110510	0.000000	0.035268	0.032536	0.033556	0.036717	0.006557	0.008115	0.014439	0.000700	0.000000	0.023321	0.037515	0.096783	0.005089	0.000004	0.002172	0.019734	0.012030	0.000000	0.044787	0.069678	0.030740	0.030575	0.000023
HIP04958	27793	0.001223	0.035728	0.013313	0.051776	0.102688	0.178714	0.077825	0.000000	0.029180	0.018602	0.010470	0.043248	0.009427	0.008239	0.015076	0.000900	0.000000	0.012341	0.016551	0.059511	0.002123	0.000000	0.001439	0.012809	0.023531	0.000000	0.011981	0.006548	0.102472	0.154283	0.000000
HIP05311	108330	0.000360	0.039934	0.034616	0.040810	0.127222	0.137081	0.120133	0.000000	0.036998	0.028487	0.027075	0.063528	0.008548	0.009139	0.016016	0.000766	0.000000	0.026530	0.053069	0.085313	0.005049	0.000009	0.002252	0.011428	0.010062	0.000000	0.032669	0.014253	0.029253	0.039380	0.000018
HIP05331	127449	0.000628	0.031487	0.032280	0.047996	0.115175	0.139860	0.132916	0.000000	0.033182	0.022331	0.031252	0.056776	0.006426	0.007164	0.012256	0.000808	0.000000	0.024920	0.053888	0.078902	0.005579	0.000000	0.002166	0.013182	0.007462	0.000000	0.029353	0.062755	0.020753	0.030483	0.000024
HIP05377	177028	0.000593	0.033757	0.031407	0.053528	0.129985	0.144745	0.123037	0.000000	0.037130	0.025753	0.020308	0.057104	0.006750	0.008773	0.013591	0.000734	0.000000	0.025606	0.049936	0.061250	0.004045	0.000006	0.001717	0.015218	0.010467	0.000000	0.029182	0.047354	0.034170	0.033836	0.000017
HIP05388	233245	0.000536	0.042590	0.035178	0.035036	0.123690	0.126001	0.104920	0.000000	0.037947	0.025733	0.034123	0.045652	0.005162	0.008652	0.013780	0.000917	0.000000	0.023696	0.046569	0.094266	0.005111	0.000004	0.001758	0.020896	0.008738	0.000000	0.035272	0.069288	0.027087	0.027383	0.000017
HIP05390	267103	0.000621	0.036226	0.034867	0.043440	0.125832	0.136663	0.116846	0.000000	0.023665	0.022991	0.037791	0.036836	0.007106	0.010123	0.013160	0.000666	0.000000	0.020651	0.049655	0.089733	0.006574	0.000000	0.002302	0.019805	0.009045	0.000000	0.038678	0.068943	0.028296	0.019464	0.000019
HIP05398	223488	0.000407	0.027979	0.024283	0.060970	0.101844	0.156805	0.119112	0.000000	0.047197	0.035098	0.025720	0.053403	0.008573	0.010363	0.015786	0.000944	0.000000	0.019227	0.041027	0.072827	0.003065	0.000009	0.001508	0.013075	0.012099	0.000000	0.039027	0.037228	0.028033	0.044378	0.000013
HIP05405	253725	0.000587	0.037970	0.036646	0.049506	0.122428	0.110876	0.121805	0.000000	0.033552	0.030978	0.035227	0.061965	0.007611	0.009802	0.014441	0.000954	0.000000	0.026789	0.044560	0.090342	0.006791	0.000000	0.001975	0.016360	0.009656	0.000000	0.034163	0.055087	0.024767	0.015154	0.000008
HIP05409	310413	0.000351	0.029931	0.029313	0.051351	0.115121	0.140493	0.118210	0.000000	0.047308	0.027376	0.045868	0.062398	0.008756	0.009661	0.012896	0.000770	0.000006	0.020115	0.060703	0.071685	0.005019	0.000003	0.001524	0.018549	0.011366	0.000000	0.029625	0.011098	0.025366	0.045130	0.000006
HIP05434	183012	0.000656	0.033719	0.025419	0.043527	0.123790	0.116419	0.111681	0.000000	0.050095	0.028157	0.043320	0.052767	0.008196	0.006983	0.009322	0.000519	0.000022	0.019627	0.050969	0.068083	0.008027	0.000000	0.002284	0.018365	0.011048	0.000000	0.050068	0.042729	0.040910	0.033277	0.000022
HIP05437	272781	0.000612	0.043573	0.032935	0.040153	0.127062	0.137293	0.101807	0.000000	0.028506	0.027044	0.040263	0.061126	0.007860	0.010789	0.015742	0.000920	0.000015	0.018242	0.048068	0.072861	0.004502	0.000011	0.001664	0.022388	0.012376	0.000000	0.033184	0.044974	0.026725	0.039303	0.000004
HIP05444	331450	0.000582	0.049561	0.042024	0.037279	0.137532	0.116214	0.104474	0.000000	0.032113	0.024529	0.036370	0.043717	0.007642	0.007675	0.014467	0.000637	0.000000	0.020932	0.043753	0.104007	0.004260	0.000003	0.001608	0.012171	0.007724	0.000003	0.036841	0.072361	0.029223	0.012270	0.000027
HIP05455	145861	0.000542	0.040251	0.026278	0.056095	0.120903	0.145166	0.113197	0.000007	0.042163	0.022727	0.018449	0.050308	0.006122	0.008823	0.018010	0.000809	0.000000	0.017414	0.043569	0.093178	0.003092	0.000007	0.001200	0.013437	0.012731	0.000000	0.034457	0.043692	0.036240	0.031112	0.000021
HIP05460	90273	0.000631	0.041928	0.026918	0.063042	0.100683	0.128100	0.150676	0.000000	0.036345	0.017469	0.022986	0.055653	0.009095	0.009349	0.015763	0.001086	0.000000	0.029455	0.049871	0.078495	0.005273	0.000000	0.001872	0.011908	0.009748	0.000000	0.035647	0.052064	0.027273	0.018621	0.000044
HIP05467	58457	0.000359	0.042082	0.033974	0.032810	0.114819	0.132696	0.115606	0.000000	0.030929	0.028397	0.032366	0.049951	0.007099	0.009101	0.012881	0.000872	0.000000	0.032930	0.057307	0.090460	0.004054	0.000000	0.001916	0.014506	0.007339	0.000000	0.038199	0.051696	0.024189	0.033460	0.000000
HIP05524	70948	0.000282	0.033419	0.028246	0.056661	0.105443	0.128517	0.139511	0.000000	0.037422	0.028908	0.033377	0.043595	0.006906	0.009683	0.013855	0.000944	0.000000	0.032714	0.045399	0.089263	0.005539	0.000000	0.002030	0.014701	0.010430	0.000000	0.040001	0.043426	0.023567	0.026146	0.000014
HIP05533	261874	0.000420	0.047519	0.033772	0.042436	0.134672	0.127401	0.117167	0.000000	0.036342	0.029079	0.033077	0.054984	0.008237	0.008061	0.013274	0.000855	0.000000	0.030629	0.045812	0.082307	0.004911	0.000004	0.001917	0.008813	0.012304	0.000004	0.035364	0.052552	0.023045	0.014992	0.000050
HIP05535	244508	0.000474	0.037520	0.035999	0.045066	0.130352	0.166976	0.106025	0.000004	0.027238	0.027439	0.030608	0.054509	0.006650	0.009583	0.014261	0.000683	0.000000	0.026183	0.053013	0.085785	0.004687	0.000004	0.002110	0.010441	0.011263	0.000000	0.028363	0.038735	0.022314	0.023701	0.000012
HIP05540	202811	0.000459	0.028598	0.023978	0.037809	0.107307	0.146836	0.111177	0.000000	0.040575	0.031685	0.024870	0.044633	0.007219	0.010557	0.015408	0.000690	0.000000	0.020295	0.052053	0.079739	0.004743	0.000000	0.001997	0.017159	0.010636	0.000000	0.044480	0.063320	0.032069	0.041689	0.000020
HIP05551	160958	0.000547	0.042843	0.043446	0.035804	0.135520	0.119292	0.105276	0.000006	0.034270	0.032654	0.036221	0.044682	0.006840	0.009636	0.013457	0.001062	0.000000	0.034052	0.052393	0.088203	0.004945	0.000006	0.001963	0.015128	0.007667	0.000000	0.033139	0.048230	0.023118	0.029573	0.000025
HIP05552	254732	0.000711	0.030401	0.028289	0.062678	0.120656	0.122077	0.105833	0.000000	0.045746	0.015569	0.024261	0.042825	0.008256	0.007632	0.013163	0.000491	0.000000	0.031182	0.050885	0.113417	0.001692	0.000000	0.001723	0.015848	0.008169	0.000000	0.028991	0.061818	0.018239	0.039422	0.000027
HIP05559	283484	0.000561	0.041293	0.030820	0.064402	0.112035	0.142996	0.138600	0.000000	0.046997	0.023007	0.029434	0.049636	0.009034	0.009387	0.012907	0.000713	0.000004	0.023112	0.042327	0.080964	0.004857	0.000004	0.001908	0.011927	0.009457	0.000000	0.031212	0.028972	0.020555	0.032863	0.000018
HIP05561	157568	0.000495	0.044368	0.019814	0.071290	0.138854	0.138537	0.124080	0.000000	0.033249	0.026395	0.026642	0.047142	0.006188	0.007057	0.013093	0.000660	0.000025	0.020436	0.028699	0.091427	0.004157	0.000000	0.001695	0.024904	0.009348	0.000000	0.023133	0.031345	0.032323	0.034645	0.000000
HIP05563	126444	0.000530	0.037914	0.029808	0.051129	0.114778	0.149861	0.133094	0.000000	0.036791	0.032077	0.035099	0.047254	0.007624	0.009182	0.008984	0.000736	0.000000	0.022540	0.047104	0.073092	0.005006	0.000000	0.001661	0.014386	0.007774	0.000000	0.038389	0.044186	0.023038	0.027949	0.000016
HIP05574	250335	0.000563	0.036283	0.031698	0.050772	0.113296	0.139853	0.123459	0.000000	0.041836	0.028234	0.035884	0.059348	0.007518	0.009551	0.013674	0.000615	0.000000	0.024843	0.040082	0.090930	0.004690	0.000000	0.001782	0.015156	0.013638	0.000000	0.036651	0.041628	0.023121	0.014888	0.000008
HIP05578	256421	0.000386	0.035102	0.029619	0.057370	0.110709	0.143580	0.133215	0.000000	0.036920	0.026460	0.038913	0.050581	0.006591	0.008845	0.014418	0.000768	0.000019	0.030134	0.044177	0.078437	0.004914	0.000008	0.001802	0.022931	0.008665	0.000000	0.034010	0.045811	0.022233	0.013369	0.000012
HIP05590	64758	0.000417	0.034065	0.034235	0.055947	0.108296	0.155456	0.139535	0.000015	0.036335	0.030838	0.030853	0.053538	0.005065	0.008092	0.011813	0.000957	0.000000	0.032938	0.049863	0.074740	0.006131	0.000015	0.002332	0.015010	0.008709	0.000000	0.032042	0.036891	0.019874	0.015998	0.000000
HIP05595	81800	0.000660	0.040147	0.032628	0.035477	0.136834	0.134169	0.120807	0.000012	0.049584	0.025061	0.029401	0.040672	0.011308	0.009279	0.013863	0.000807	0.000000	0.028117	0.044401	0.083032	0.005122	0.000037	0.001883	0.021320	0.009071	0.000000	0.036785	0.039059	0.026822	0.023619	0.000024
HIP05665	106018	0.001358	0.038918	0.018006	0.070667	0.084118	0.163897	0.103058	0.000000	0.034381	0.037041	0.022694	0.045747	0.008319	0.008093	0.015130	0.001000	0.000000	0.013300	0.017544	0.076940	0.002698	0.000000	0.001566	0.025109	0.018431	0.000000	0.019129	0.036324	0.053689	0.082826	0.000019
HIP05757	90858	0.000528	0.031610	0.027846	0.063836	0.131227	0.137919	0.101972	0.000000	0.041086	0.019217	0.026360	0.048394	0.008761	0.006868	0.010951	0.000649	0.000022	0.037498	0.049407	0.123137	0.002311	0.000000	0.001750	0.016190	0.007902	0.000011	0.019921	0.017973	0.034482	0.032160	0.000011
HIP05763	1109	0.000000	0.030658	0.024346	0.068530	0.093778	0.155996	0.143372	0.000000	0.045987	0.020739	0.024346	0.049594	0.002705	0.009919	0.009919	0.001803	0.000000	0.020739	0.028855	0.063120	0.013526	0.000000	0.002705	0.012624	0.005410	0.000000	0.070334	0.077547	0.011722	0.011722	0.000000
HIP05815	144089	0.000722	0.034853	0.024561	0.043917	0.122341	0.134070	0.113416	0.000000	0.037366	0.024589	0.020161	0.050531	0.006899	0.010285	0.018981	0.000923	0.000000	0.023250	0.043147	0.098522	0.004768	0.000000	0.002249	0.020987	0.014130	0.000000	0.041370	0.061518	0.023256	0.023187	0.000000
HIP05817	220969	0.000620	0.045314	0.023999	0.044169	0.117989	0.143160	0.096032	0.000000	0.025673	0.025777	0.021044	0.043002	0.009671	0.009336	0.015038	0.000711	0.000005	0.018840	0.042875	0.079912	0.003231	0.000005	0.001435	0.022582	0.013925	0.000000	0.052989	0.072897	0.043468	0.026280	0.000023
HIP05832	110250	0.000481	0.032952	0.027719	0.080780	0.101941	0.147492	0.127964	0.000000	0.040054	0.022104	0.031075	0.044209	0.006404	0.007810	0.013424	0.001116	0.000000	0.028698	0.044444	0.071220	0.005451	0.000018	0.001923	0.014458	0.007166	0.000000	0.042884	0.043791	0.019755	0.034658	0.000009
HIP05838	270131	0.000670	0.035805	0.027546	0.054962	0.121341	0.120741	0.122474	0.000000	0.039385	0.024755	0.021960	0.048906	0.008215	0.008740	0.014530	0.000829	0.000000	0.020816	0.051416	0.093432	0.003950	0.000004	0.001906	0.018739	0.009725	0.000000	0.045185	0.038093	0.032247	0.033602	0.000026
HIP05841	252676	0.000716	0.036703	0.039466	0.046791	0.108309	0.130444	0.115100	0.000000	0.040649	0.026734	0.032425	0.061996	0.005960	0.010175	0.013587	0.000633	0.000000	0.024268	0.044769	0.077150	0.004619	0.000004	0.001892	0.011307	0.010242	0.000000	0.047678	0.043490	0.026568	0.038306	0.000020
HIP05934	74459	0.001007	0.014827	0.014155	0.093917	0.103439	0.160048	0.092642	0.000013	0.031682	0.015995	0.018292	0.034838	0.007628	0.006541	0.011577	0.000349	0.000000	0.042023	0.038478	0.143273	0.000846	0.000000	0.001128	0.014424	0.010355	0.000000	0.018238	0.006044	0.050054	0.068185	0.000000
HIP05941	220439	0.000513	0.029645	0.026969	0.049320	0.111065	0.141014	0.127627	0.000000	0.044058	0.026161	0.037235	0.051379	0.007857	0.009177	0.011495	0.000885	0.000000	0.022192	0.047260	0.067692	0.003665	0.000000	0.001329	0.018599	0.011604	0.000000	0.037879	0.066699	0.027985	0.020691	0.000005
HIP05942	276105	0.000398	0.038112	0.027247	0.064729	0.124666	0.140715	0.138781	0.000000	0.046037	0.026110	0.028685	0.048891	0.009232	0.007327	0.014049	0.000985	0.000000	0.026327	0.038844	0.090259	0.004853	0.000004	0.001796	0.010771	0.007874	0.000000	0.029387	0.033777	0.022133	0.017979	0.000033
HIP05948	118041	0.000890	0.020374	0.021086	0.073017	0.090630	0.143137	0.094416	0.000000	0.042773	0.018892	0.019400	0.037851	0.006574	0.008124	0.009556	0.000330	0.000000	0.043265	0.042477	0.116392	0.001000	0.000000	0.001330	0.021577	0.008878	0.000000	0.033658	0.054515	0.038817	0.051042	0.000000
HIP05960	259036	0.000540	0.027819	0.031158	0.038327	0.107842	0.126044	0.131267	0.000000	0.037701	0.023140	0.041523	0.054375	0.009528	0.013481	0.011531	0.000849	0.000027	0.026000	0.050055	0.074584	0.006323	0.000004	0.001953	0.024711	0.010798	0.000000	0.048252	0.043897	0.027081	0.031177	0.000012
HIP06191	185145	0.000535	0.027281	0.027611	0.063307	0.108736	0.148068	0.101980	0.000000	0.043831	0.036890	0.027406	0.053088	0.007978	0.009441	0.015296	0.000799	0.000000	0.023452	0.051376	0.086872	0.004456	0.000011	0.001637	0.022166	0.010775	0.000000	0.040152	0.042750	0.025758	0.018315	0.000032
HIP07754	380262	0.000610	0.045403	0.037808	0.038040	0.125621	0.149031	0.127694	0.000000	0.038963	0.026866	0.042773	0.062015	0.007963	0.010198	0.013251	0.001110	0.000026	0.023129	0.052033	0.065573	0.005557	0.000003	0.001767	0.005828	0.008996	0.000000	0.032504	0.006969	0.026408	0.043843	0.000018
HIP08076	290470	0.000623	0.030192	0.037691	0.061659	0.103801	0.142022	0.134093	0.000000	0.038989	0.024371	0.030106	0.051052	0.004610	0.006858	0.010259	0.000651	0.000000	0.027968	0.046356	0.084735	0.006431	0.000010	0.002410	0.015647	0.008868	0.000000	0.032651	0.047155	0.020570	0.030192	0.000031
HIP08200	145653	0.000590	0.028362	0.031431	0.074629	0.108326	0.155102	0.140134	0.000000	0.043425	0.021551	0.027826	0.048863	0.005712	0.009900	0.013793	0.000741	0.000000	0.020254	0.041407	0.064866	0.004641	0.000007	0.001847	0.017507	0.008918	0.000000	0.040830	0.046171	0.019258	0.023899	0.000007
HIP08223	172876	0.000798	0.036662	0.027135	0.045640	0.112798	0.118449	0.124320	0.000000	0.038849	0.029975	0.041452	0.046941	0.008226	0.009157	0.016226	0.000954	0.000012	0.020240	0.045050	0.078553	0.005594	0.000012	0.001990	0.021264	0.009805	0.000000	0.043470	0.048867	0.031699	0.035852	0.000012
HIP08230	193247	0.000398	0.042174	0.041382	0.045817	0.123195	0.168924	0.107293	0.000000	0.026634	0.022422	0.026024	0.061952	0.007446	0.007881	0.012937	0.000435	0.000010	0.022634	0.045051	0.067566	0.002153	0.000000	0.001133	0.012119	0.011974	0.000005	0.038081	0.015240	0.035390	0.053724	0.000005
HIP08236	355685	0.000967	0.058796	0.029900	0.038568	0.123314	0.121408	0.109493	0.000000	0.034303	0.029506	0.029425	0.047109	0.005415	0.008061	0.012449	0.000694	0.000003	0.025480	0.048591	0.083492	0.005558	0.000003	0.001946	0.015300	0.009781	0.000000	0.041506	0.053629	0.025756	0.039524	0.000022
HIP08305	200143	0.000445	0.033651	0.031502	0.061336	0.108822	0.140155	0.148304	0.000000	0.033691	0.018617	0.035555	0.046807	0.005586	0.008264	0.013181	0.000809	0.000000	0.030523	0.042415	0.089726	0.005056	0.000000	0.002014	0.014470	0.008664	0.000000	0.030658	0.058713	0.017907	0.013111	0.000020
HIP08337	133029	0.000639	0.042367	0.035767	0.041074	0.130799	0.127995	0.122056	0.000000	0.048899	0.036030	0.039758	0.059573	0.011411	0.009975	0.011824	0.001045	0.000000	0.023664	0.049982	0.074179	0.005533	0.000000	0.002030	0.009637	0.008652	0.000000	0.036654	0.038495	0.017695	0.014245	0.000023
HIP08339	206065	0.000752	0.031306	0.027763	0.038071	0.137204	0.123908	0.088754	0.000000	0.041390	0.026996	0.025405	0.044704	0.007046	0.007420	0.014107	0.000641	0.000000	0.036828	0.056701	0.103715	0.001912	0.000000	0.001601	0.014573	0.011826	0.000000	0.034843	0.044680	0.032334	0.045515	0.000005
HIP08345	243663	0.000378	0.032968	0.023816	0.076873	0.109508	0.139529	0.126429	0.000000	0.036025	0.023364	0.024275	0.037084	0.007203	0.006374	0.010527	0.000821	0.000000	0.019268	0.047718	0.080250	0.004198	0.000004	0.001527	0.020935	0.009850	0.000000	0.039579	0.074857	0.028125	0.018505	0.000012
HIP08346	334527	0.000556	0.038613	0.032311	0.058103	0.117428	0.116654	0.136402	0.000000	0.042466	0.027343	0.024264	0.054190	0.008687	0.009533	0.016686	0.001025	0.000003	0.026479	0.046313	0.083874	0.004251	0.000000	0.001740	0.017640	0.009264	0.000000	0.043431	0.041468	0.023807	0.017437	0.000033
HIP08389	337164	0.000489	0.031872	0.031818	0.051726	0.094743	0.148717	0.130527	0.000000	0.038610	0.019605	0.039467	0.049902	0.008604	0.009693	0.013154	0.000641	0.000000	0.021722	0.048555	0.079558	0.004496	0.000003	0.001658	0.016238	0.010535	0.000000	0.038020	0.042786	0.025077	0.041775	0.000009
HIP08399	239088	0.000598	0.034565	0.032055	0.038618	0.127066	0.149033	0.118542	0.000000	0.043013	0.031093	0.026446	0.065972	0.005868	0.011573	0.012485	0.000958	0.000000	0.027224	0.052516	0.067055	0.005575	0.000004	0.001953	0.014012	0.011619	0.000000	0.034560	0.037978	0.025865	0.023728	0.000025
HIP08400	216241	0.000495	0.035095	0.030082	0.052072	0.112934	0.134914	0.131002	0.000000	0.034947	0.019353	0.025985	0.046934	0.004176	0.009300	0.012648	0.000703	0.000009	0.033287	0.049449	0.085298	0.004907	0.000000	0.002007	0.017277	0.007052	0.000000	0.029250	0.063864	0.022049	0.034892	0.000018
HIP08439	369895	0.000665	0.041079	0.024921	0.073445	0.119109	0.135184	0.130242	0.000000	0.039503	0.030690	0.039803	0.054375	0.010022	0.009013	0.013836	0.000835	0.000019	0.027551	0.043620	0.082010	0.006377	0.000003	0.002106	0.019443	0.009078	0.000003	0.039314	0.007891	0.022617	0.017232	0.000011
HIP08499	353228	0.000541	0.036370	0.036900	0.040512	0.122632	0.134276	0.116975	0.000000	0.037169	0.026549	0.032747	0.061255	0.006780	0.010178	0.014687	0.000634	0.000011	0.025343	0.052258	0.076899	0.004264	0.000003	0.001594	0.022048	0.011505	0.000000	0.050177	0.015876	0.032118	0.029695	0.000003
HIP08507	238871	0.000473	0.034458	0.031289	0.043371	0.133135	0.133298	0.139837	0.000000	0.029953	0.033269	0.050990	0.072403	0.007682	0.003697	0.006250	0.000364	0.000000	0.015611	0.031121	0.069527	0.006229	0.000004	0.001963	0.023879	0.007439	0.000000	0.031444	0.049215	0.020459	0.022615	0.000025
HIP08521	324800	0.000705	0.044572	0.033676	0.051604	0.123710	0.152789	0.119803	0.000000	0.032712	0.033993	0.030302	0.050169	0.009846	0.009255	0.016672	0.000687	0.000000	0.019338	0.046857	0.085730	0.004086	0.000006	0.001789	0.013796	0.010939	0.000000	0.041995	0.043187	0.020914	0.000834	0.000034
HIP08596	95809	0.000626	0.029674	0.033212	0.045622	0.132816	0.155622	0.088405	0.000000	0.031918	0.030509	0.036207	0.049661	0.007379	0.009268	0.010907	0.000522	0.000000	0.046447	0.053304	0.110658	0.001597	0.000000	0.001367	0.020718	0.010865	0.000010	0.023860	0.034475	0.033275	0.001044	0.000031
HIP08598	309450	0.000514	0.036991	0.030186	0.038358	0.139990	0.144883	0.120743	0.000000	0.040708	0.027497	0.032639	0.044408	0.005901	0.010163	0.013938	0.000750	0.000000	0.023539	0.047458	0.073611	0.005267	0.000003	0.001794	0.013395	0.010370	0.000000	0.038433	0.046499	0.030522	0.021409	0.000032
HIP08653	270694	0.000547	0.068668	0.044663	0.039764	0.160476	0.130986	0.106098	0.000000	0.036968	0.030525	0.028903	0.059636	0.008825	0.007359	0.014574	0.000687	0.000000	0.026299	0.042506	0.087638	0.003295	0.000007	0.001818	0.007459	0.008157	0.000000	0.029428	0.007665	0.025187	0.021844	0.000018
HIP08702	215057	0.000591	0.046806	0.037743	0.028030	0.132890	0.130914	0.119633	0.000000	0.029699	0.022613	0.028816	0.029071	0.008923	0.009114	0.016800	0.000967	0.000005	0.026360	0.046918	0.090562	0.005096	0.000009	0.001902	0.023268	0.008853	0.000000	0.038353	0.073004	0.025630	0.017423	0.000005
HIP08710	159172	0.000490	0.031689	0.028183	0.042935	0.113632	0.141426	0.111521	0.000006	0.044015	0.021945	0.023880	0.043764	0.006703	0.008016	0.014041	0.000578	0.000000	0.013847	0.041006	0.077507	0.003682	0.000000	0.001514	0.022240	0.011327	0.000000	0.056800	0.068335	0.034862	0.036055	0.000000
HIP08711	235852	0.000445	0.035747	0.027984	0.047225	0.127928	0.133520	0.116955	0.000000	0.032380	0.024117	0.022001	0.047750	0.005660	0.009230	0.015425	0.000937	0.000000	0.017223	0.048399	0.081382	0.003947	0.000013	0.001721	0.010731	0.007216	0.000000	0.046025	0.070845	0.026864	0.038312	0.000017
HIP08725	168632	0.000694	0.041742	0.023608	0.047648	0.128463	0.135953	0.124277	0.000006	0.046136	0.028358	0.027332	0.048627	0.010194	0.010164	0.013906	0.000860	0.000000	0.024046	0.043788	0.078686	0.005189	0.000006	0.001714	0.015051	0.012240	0.000000	0.046498	0.040182	0.027089	0.017529	0.000018
HIP08792	259478	0.000590	0.044624	0.036180	0.036250	0.135264	0.132250	0.107882	0.000000	0.042123	0.028187	0.043931	0.063165	0.006236	0.011589	0.015897	0.000775	0.000008	0.026576	0.058737	0.070110	0.005573	0.000004	0.001869	0.023189	0.009847	0.000000	0.040134	0.016649	0.026580	0.015770	0.000012
HIP08805	430535	0.000825	0.039277	0.036109	0.034288	0.116736	0.131330	0.100433	0.000000	0.033437	0.036078	0.030780	0.069042	0.012178	0.009200	0.014956	0.000625	0.000000	0.021274	0.047086	0.094824	0.004984	0.000005	0.002183	0.016003	0.010155	0.000000	0.043597	0.035265	0.027199	0.032107	0.000026
HIP08816	191524	0.000835	0.048292	0.038899	0.039254	0.152007	0.157260	0.097638	0.000000	0.024227	0.027250	0.027443	0.046302	0.005320	0.008829	0.013690	0.000642	0.000000	0.023517	0.043953	0.089853	0.004741	0.000000	0.002026	0.021940	0.008975	0.000000	0.035003	0.058578	0.022446	0.001060	0.000021
HIP08821	94885	0.000622	0.028919	0.029404	0.060189	0.119250	0.147125	0.107151	0.000000	0.028055	0.023934	0.027770	0.041787	0.007609	0.007609	0.011224	0.000864	0.000000	0.043126	0.050240	0.086568	0.002234	0.000000	0.001697	0.013880	0.009432	0.000000	0.023418	0.055583	0.026284	0.046014	0.000011
HIP08827	131983	0.000712	0.047574	0.036118	0.051454	0.111431	0.130517	0.114174	0.000000	0.037664	0.031012	0.029436	0.047930	0.005576	0.008494	0.016646	0.000553	0.000000	0.021957	0.041755	0.084049	0.004334	0.000000	0.001932	0.014744	0.009160	0.000000	0.034186	0.057424	0.024314	0.036846	0.000008
HIP08888	290934	0.000557	0.036043	0.035293	0.044419	0.139585	0.144734	0.112290	0.000000	0.038469	0.027298	0.032272	0.049279	0.009411	0.009676	0.015179	0.000663	0.000000	0.018296	0.051551	0.064138	0.004915	0.000000	0.001753	0.014196	0.010171	0.000000	0.037576	0.044890	0.026405	0.030931	0.000010
HIP08890	184927	0.000606	0.044564	0.038156	0.044407	0.117614	0.136367	0.120020	0.000000	0.036258	0.021949	0.028687	0.059553	0.005489	0.006943	0.013378	0.000622	0.000000	0.031656	0.044212	0.083920	0.003877	0.000011	0.001844	0.007441	0.008187	0.000000	0.037555	0.048814	0.023188	0.034668	0.000016
HIP08972	162725	0.000467	0.036362	0.031108	0.046465	0.115704	0.141140	0.114709	0.000000	0.031157	0.034961	0.032245	0.039988	0.006336	0.008487	0.015449	0.000977	0.000000	0.030026	0.048554	0.079361	0.005752	0.000000	0.002077	0.016470	0.008339	0.000000	0.045174	0.067482	0.024163	0.017023	0.000025
