hipid	total_tcrs	TCRBV01	TCRBV02	TCRBV03	TCRBV04	TCRBV05	TCRBV06	TCRBV07	TCRBV08	TCRBV09	TCRBV10	TCRBV11	TCRBV12	TCRBV13	TCRBV14	TCRBV15	TCRBV16	TCRBV17	TCRBV18	TCRBV19	TCRBV20	TCRBV21	TCRBV22	TCRBV23	TCRBV24	TCRBV25	TCRBV26	TCRBV27	TCRBV28	TCRBV29	TCRBV30	TCRBVA
HIP12091	126503	0.000514	0.029944	0.023106	0.049706	0.103484	0.140210	0.123183	0.000000	0.037635	0.028197	0.021201	0.039027	0.008940	0.009937	0.016498	0.000862	0.000000	0.020442	0.051596	0.081271	0.004719	0.000008	0.001921	0.017770	0.010830	0.000000	0.041596	0.066006	0.031312	0.040062	0.000024
HIP12097	208028	0.000591	0.025367	0.028405	0.051046	0.098030	0.119614	0.133814	0.000000	0.040370	0.023694	0.036620	0.036505	0.007504	0.007936	0.014166	0.000784	0.000000	0.024021	0.055565	0.088229	0.006086	0.000000	0.002375	0.014080	0.008153	0.000000	0.046191	0.072183	0.026583	0.032082	0.000010
HIP12099	205539	0.000710	0.044488	0.034587	0.050749	0.112777	0.129192	0.108189	0.000000	0.041802	0.032398	0.035482	0.063754	0.015515	0.010081	0.012971	0.000997	0.000000	0.020711	0.052496	0.064830	0.005006	0.000010	0.001980	0.012698	0.008694	0.000000	0.038805	0.040129	0.023232	0.037706	0.000010
HIP12123	191455	0.000501	0.034739	0.029751	0.069625	0.104401	0.135416	0.137291	0.000000	0.040265	0.016098	0.029647	0.047139	0.006289	0.009365	0.013998	0.000700	0.000000	0.019049	0.052232	0.077188	0.004100	0.000010	0.001478	0.014306	0.012583	0.000005	0.044935	0.047071	0.031678	0.020120	0.000021
HIP12129	142659	0.000659	0.033927	0.021625	0.064735	0.122915	0.131909	0.122887	0.000000	0.032827	0.028761	0.021366	0.048851	0.007767	0.008187	0.009898	0.000862	0.000000	0.019634	0.043643	0.061510	0.002839	0.000000	0.001353	0.014349	0.012786	0.000000	0.056772	0.044196	0.034039	0.051704	0.000000
HIP12143	212124	0.000368	0.034013	0.031939	0.055204	0.113306	0.139428	0.153448	0.000000	0.043361	0.019338	0.035611	0.050197	0.007524	0.009622	0.012365	0.000905	0.000000	0.025636	0.049009	0.086412	0.004413	0.000000	0.001565	0.011088	0.008179	0.000000	0.035772	0.036394	0.020870	0.014030	0.000005
HIP12165	89706	0.000390	0.039407	0.039161	0.056039	0.129111	0.149299	0.129389	0.000000	0.040989	0.029697	0.036508	0.071155	0.010256	0.011148	0.014202	0.001081	0.000000	0.020344	0.043096	0.081087	0.004626	0.000000	0.001683	0.007101	0.009999	0.000000	0.039418	0.011259	0.022674	0.000881	0.000000
HIP12527	177640	0.000630	0.032087	0.030303	0.065447	0.110003	0.146589	0.127775	0.000011	0.028969	0.025878	0.030579	0.060521	0.007594	0.010572	0.012801	0.000794	0.000000	0.023548	0.052055	0.063775	0.004976	0.000000	0.001875	0.016854	0.011225	0.000000	0.042333	0.038173	0.028924	0.025704	0.000006
HIP12533	255923	0.000563	0.043185	0.034385	0.036362	0.122963	0.107372	0.128832	0.000004	0.041798	0.026219	0.034178	0.040762	0.006303	0.007764	0.013781	0.000871	0.000012	0.026281	0.047088	0.081904	0.006736	0.000004	0.002047	0.023382	0.010355	0.000000	0.048855	0.054036	0.025019	0.028931	0.000008
HIP12534	119199	0.000487	0.033113	0.034002	0.052182	0.108810	0.136729	0.119355	0.000000	0.033448	0.040520	0.033205	0.053289	0.005814	0.008331	0.010512	0.000621	0.000000	0.024631	0.043046	0.076402	0.004774	0.000000	0.001518	0.016368	0.006368	0.000000	0.040437	0.061385	0.024681	0.029967	0.000008
HIP12538	259549	0.000643	0.038636	0.034949	0.049467	0.118513	0.129070	0.128377	0.000000	0.038736	0.025795	0.026951	0.050615	0.006623	0.007864	0.015103	0.000778	0.000000	0.024862	0.042959	0.081904	0.005201	0.000000	0.002358	0.015319	0.009301	0.000000	0.037477	0.069540	0.025016	0.013936	0.000008
HIP12703	201175	0.000582	0.054351	0.032598	0.033220	0.163355	0.110506	0.107712	0.000000	0.040348	0.031744	0.036853	0.044061	0.006015	0.007794	0.013277	0.000865	0.000000	0.032330	0.042973	0.081481	0.004946	0.000000	0.001715	0.012685	0.008008	0.000000	0.031331	0.044205	0.022289	0.034746	0.000010
HIP12743	102026	0.000421	0.046047	0.031806	0.059377	0.120705	0.145110	0.149256	0.000010	0.037451	0.029414	0.028120	0.057897	0.007959	0.007714	0.010301	0.001019	0.000010	0.030355	0.047978	0.075657	0.004352	0.000010	0.001696	0.007390	0.007057	0.000000	0.034080	0.017486	0.022475	0.018838	0.000010
HIP12900	214227	0.000373	0.037063	0.029866	0.058121	0.114887	0.158229	0.131491	0.000000	0.037722	0.029585	0.031924	0.059619	0.006885	0.009537	0.011791	0.000331	0.000000	0.021066	0.057229	0.073142	0.005597	0.000005	0.001858	0.016081	0.011511	0.000000	0.033936	0.005009	0.018508	0.038613	0.000019
HIP12980	226403	0.000534	0.038158	0.039483	0.035291	0.132631	0.120727	0.107039	0.000000	0.030172	0.034328	0.038083	0.049633	0.006480	0.010000	0.013370	0.001100	0.000000	0.027743	0.054200	0.087388	0.004903	0.000004	0.001917	0.015543	0.009775	0.000000	0.038714	0.044293	0.028330	0.030145	0.000018
HIP13015	340419	0.000626	0.041696	0.033650	0.055326	0.125008	0.150603	0.123842	0.000000	0.041390	0.023894	0.027592	0.049113	0.008490	0.008146	0.015061	0.000705	0.000000	0.023953	0.041831	0.067840	0.004853	0.000000	0.001989	0.018430	0.007106	0.000000	0.040427	0.065910	0.021600	0.000914	0.000009
HIP13122	220568	0.000580	0.035984	0.026631	0.080719	0.112714	0.148113	0.131043	0.000000	0.042935	0.021377	0.018239	0.059451	0.008809	0.008614	0.015768	0.000816	0.000000	0.019717	0.051735	0.080093	0.003582	0.000000	0.001659	0.011788	0.007254	0.000000	0.037802	0.043565	0.029964	0.001029	0.000018
HIP13142	327434	0.000910	0.045979	0.035119	0.041007	0.115180	0.104177	0.118992	0.000000	0.033582	0.031051	0.027395	0.049112	0.006340	0.006859	0.012189	0.000577	0.000000	0.030699	0.058867	0.075994	0.004590	0.000000	0.001973	0.011755	0.008289	0.000000	0.059707	0.048492	0.027615	0.043517	0.000034
HIP13157	187774	0.000698	0.040985	0.029456	0.053357	0.110037	0.122946	0.121811	0.000000	0.035000	0.034344	0.040277	0.055604	0.009623	0.010683	0.012393	0.000005	0.000021	0.023113	0.059928	0.074078	0.008297	0.000016	0.002849	0.027613	0.024535	0.000000	0.037146	0.013932	0.019992	0.031213	0.000048
HIP13168	169970	0.000824	0.039072	0.025669	0.050880	0.101294	0.147126	0.117356	0.000000	0.031841	0.029093	0.028770	0.054886	0.009437	0.009872	0.015438	0.000735	0.000029	0.021010	0.040637	0.088492	0.004395	0.000018	0.001630	0.014950	0.011367	0.000000	0.036436	0.043814	0.030717	0.044202	0.000012
HIP13176	297033	0.000387	0.037989	0.033010	0.048382	0.126969	0.145832	0.117613	0.000000	0.041618	0.030845	0.020402	0.054135	0.005834	0.008299	0.014153	0.000754	0.000000	0.021307	0.043251	0.075577	0.003532	0.000003	0.001579	0.013827	0.009921	0.000000	0.037299	0.039874	0.028727	0.038861	0.000017
HIP13178	170113	0.000494	0.029333	0.024836	0.062864	0.097106	0.147220	0.145909	0.000006	0.032473	0.019352	0.032796	0.044394	0.006960	0.006937	0.012556	0.000858	0.000006	0.024384	0.046651	0.084991	0.006466	0.000000	0.002440	0.013562	0.007571	0.000000	0.035083	0.065974	0.020680	0.028093	0.000006
HIP13183	234264	0.000632	0.039285	0.033620	0.044902	0.123395	0.133076	0.142412	0.000000	0.039797	0.025723	0.028489	0.061307	0.007632	0.008064	0.014411	0.000738	0.000000	0.030026	0.047323	0.070638	0.004674	0.000004	0.002309	0.012226	0.008845	0.000000	0.029753	0.039191	0.025932	0.025578	0.000017
HIP13185	222977	0.000933	0.051458	0.034699	0.035856	0.125959	0.132588	0.096463	0.000009	0.037461	0.036102	0.034622	0.054665	0.008108	0.006875	0.012791	0.000655	0.000004	0.025379	0.043780	0.082654	0.006548	0.000004	0.002215	0.018464	0.011418	0.000000	0.041211	0.043583	0.026451	0.029030	0.000013
HIP13193	56611	0.000583	0.040063	0.022858	0.054883	0.129427	0.162301	0.105933	0.000035	0.037237	0.026143	0.019555	0.051315	0.008550	0.005847	0.013390	0.000548	0.000000	0.016781	0.037872	0.062461	0.002826	0.000000	0.001466	0.011199	0.016569	0.000000	0.033827	0.041052	0.036194	0.061048	0.000035
HIP13198	111704	0.000591	0.047903	0.038119	0.032658	0.139753	0.130882	0.125295	0.000000	0.027698	0.032255	0.039658	0.049837	0.005989	0.011020	0.013572	0.000868	0.000000	0.031709	0.047295	0.086425	0.006034	0.000000	0.002032	0.016562	0.010626	0.000000	0.032613	0.045442	0.024278	0.000877	0.000009
HIP13206	90228	0.000864	0.023263	0.017456	0.072361	0.109667	0.143304	0.084220	0.000000	0.041262	0.013676	0.023175	0.045330	0.009576	0.006871	0.012923	0.000233	0.000022	0.039223	0.042459	0.130724	0.001009	0.000000	0.001097	0.023507	0.008900	0.000000	0.015660	0.013998	0.049198	0.070023	0.000000
HIP13209	155702	0.000636	0.040006	0.027199	0.047405	0.132548	0.142394	0.112754	0.000000	0.030757	0.039890	0.032569	0.052883	0.006789	0.008035	0.010970	0.000687	0.000000	0.022948	0.048137	0.075773	0.005607	0.000006	0.001863	0.015979	0.010475	0.000000	0.036885	0.047623	0.026962	0.022209	0.000013
HIP13214	244304	0.000626	0.037412	0.032075	0.043937	0.107383	0.121905	0.123571	0.000000	0.041096	0.025833	0.026295	0.059647	0.005800	0.008363	0.013221	0.000843	0.000000	0.026610	0.044833	0.083343	0.005698	0.000000	0.002239	0.014621	0.009091	0.000000	0.043786	0.068255	0.022157	0.031330	0.000029
HIP13217	149650	0.000601	0.042399	0.025954	0.058764	0.113097	0.145252	0.141965	0.000000	0.037802	0.018664	0.027043	0.056191	0.008507	0.009215	0.014200	0.000915	0.000000	0.026001	0.048687	0.077093	0.005352	0.000007	0.001911	0.011534	0.007117	0.000000	0.032082	0.033117	0.021363	0.035149	0.000020
HIP13220	107716	0.000752	0.034155	0.026282	0.075253	0.108656	0.143433	0.131011	0.000000	0.040384	0.023868	0.032381	0.062656	0.011735	0.008105	0.013628	0.000733	0.000000	0.021455	0.045202	0.063380	0.004326	0.000000	0.001550	0.011400	0.009191	0.000000	0.037283	0.035854	0.024481	0.032818	0.000028
HIP13227	107779	0.000779	0.043385	0.030498	0.042105	0.135704	0.113408	0.113835	0.000000	0.034923	0.026907	0.034070	0.043348	0.005929	0.009538	0.015857	0.000835	0.000000	0.029932	0.048785	0.091177	0.006049	0.000019	0.002626	0.010327	0.011115	0.000000	0.050808	0.049036	0.025849	0.023149	0.000009
HIP13228	281538	0.000245	0.039384	0.040101	0.046921	0.146858	0.162067	0.116549	0.000004	0.030976	0.039174	0.034770	0.052622	0.007910	0.008436	0.013433	0.000728	0.000000	0.029474	0.047819	0.068470	0.003211	0.000004	0.001371	0.009239	0.009643	0.000000	0.032315	0.006869	0.024689	0.026707	0.000011
HIP13230	57689	0.001265	0.028168	0.018964	0.076392	0.123126	0.123334	0.094836	0.000000	0.041516	0.017248	0.017646	0.039644	0.006240	0.006986	0.011302	0.000277	0.000000	0.037667	0.036471	0.124252	0.001109	0.000000	0.001439	0.007523	0.008355	0.000000	0.030976	0.044879	0.045121	0.055262	0.000000
HIP13233	219670	0.000555	0.038981	0.026039	0.050808	0.120699	0.142928	0.119953	0.000000	0.034834	0.030259	0.025092	0.042723	0.008363	0.008731	0.015218	0.001056	0.000000	0.025834	0.047312	0.073155	0.004971	0.000005	0.001985	0.020895	0.009191	0.000000	0.039546	0.063541	0.028224	0.019097	0.000005
HIP13244	192775	0.000519	0.042744	0.038957	0.043367	0.148417	0.131952	0.127024	0.000000	0.031347	0.024417	0.030912	0.057409	0.006240	0.008554	0.015158	0.000742	0.000000	0.031337	0.046982	0.091687	0.004482	0.000005	0.001525	0.011324	0.008611	0.000000	0.028344	0.029215	0.018732	0.019977	0.000021
HIP13245	166275	0.000565	0.030810	0.025350	0.050140	0.102240	0.132299	0.150299	0.000000	0.037264	0.023702	0.035784	0.041834	0.004469	0.007722	0.012245	0.000872	0.000000	0.025837	0.051980	0.085256	0.007085	0.000000	0.002273	0.017279	0.007343	0.000000	0.033523	0.069475	0.025765	0.018572	0.000018
HIP13251	139804	0.000680	0.034212	0.027052	0.039377	0.130969	0.133701	0.102200	0.000000	0.039040	0.031330	0.022875	0.044162	0.009242	0.008333	0.016037	0.001080	0.000000	0.020650	0.046880	0.086471	0.003219	0.000007	0.001624	0.019778	0.010722	0.000000	0.036859	0.061121	0.036744	0.035628	0.000007
HIP13252	209256	0.000702	0.049886	0.040290	0.037977	0.120541	0.118788	0.112475	0.000005	0.036061	0.027646	0.036381	0.057475	0.006327	0.008339	0.013104	0.000879	0.000000	0.032052	0.047631	0.100771	0.006260	0.000005	0.001988	0.010059	0.009037	0.000000	0.031148	0.045241	0.014217	0.034680	0.000033
HIP13256	180532	0.000587	0.041322	0.028726	0.053658	0.137167	0.149552	0.145697	0.000000	0.036653	0.018191	0.026832	0.054395	0.005916	0.007411	0.012225	0.000831	0.000000	0.026848	0.042159	0.083620	0.004116	0.000006	0.001723	0.008336	0.009721	0.000000	0.022007	0.035052	0.023431	0.023807	0.000011
HIP13263	155237	0.000412	0.031706	0.029928	0.036151	0.123798	0.137467	0.103629	0.000000	0.034199	0.028131	0.032512	0.043282	0.005630	0.010816	0.016272	0.000670	0.000000	0.019544	0.053132	0.091364	0.004206	0.000000	0.001404	0.017219	0.008832	0.000000	0.048816	0.070486	0.032396	0.017985	0.000013
HIP13265	356292	0.000912	0.038772	0.028637	0.036450	0.129051	0.126733	0.114263	0.000000	0.042182	0.027042	0.029422	0.041126	0.006461	0.011359	0.014749	0.000828	0.000000	0.028072	0.062645	0.081680	0.006607	0.000006	0.002495	0.021606	0.011499	0.000000	0.042114	0.049844	0.028095	0.017331	0.000017
HIP13274	325176	0.000554	0.038638	0.028600	0.049103	0.146770	0.126479	0.112422	0.000000	0.037352	0.027668	0.027090	0.044204	0.009149	0.008285	0.016680	0.000916	0.000000	0.029236	0.044050	0.083226	0.004914	0.000000	0.001959	0.012286	0.007639	0.000000	0.041787	0.040000	0.027053	0.033929	0.000012
HIP13276	196348	0.000285	0.033548	0.026473	0.063988	0.127819	0.139793	0.120327	0.000000	0.039007	0.024120	0.031984	0.053889	0.008663	0.009254	0.014821	0.000682	0.000000	0.039323	0.057887	0.109097	0.001385	0.000005	0.001003	0.006163	0.010833	0.000000	0.025165	0.007161	0.029850	0.017474	0.000000
HIP13284	113560	0.000625	0.035329	0.028514	0.053575	0.119505	0.142709	0.105539	0.000000	0.039820	0.024075	0.030785	0.060171	0.008859	0.012126	0.011879	0.000731	0.000000	0.028337	0.060021	0.077360	0.002193	0.000000	0.001585	0.009378	0.017092	0.000000	0.036377	0.011386	0.028549	0.053470	0.000009
HIP13291	282241	0.000599	0.033684	0.035682	0.045280	0.111575	0.132695	0.095631	0.000000	0.032504	0.031066	0.043814	0.054308	0.007093	0.008950	0.012695	0.000606	0.000011	0.018002	0.038719	0.089094	0.004999	0.000011	0.001779	0.022481	0.011076	0.000000	0.043116	0.066241	0.021180	0.037103	0.000007
HIP13294	228507	0.000499	0.026791	0.025505	0.034445	0.111625	0.139002	0.119497	0.000000	0.030726	0.031211	0.027527	0.039355	0.007483	0.007602	0.012805	0.000862	0.000000	0.031189	0.044953	0.088557	0.005348	0.000000	0.001952	0.023877	0.008429	0.000000	0.036861	0.081083	0.026979	0.035811	0.000026
HIP13296	115911	0.001156	0.037641	0.019351	0.061970	0.094823	0.146656	0.102147	0.000000	0.026848	0.027245	0.021163	0.034345	0.006255	0.008791	0.015400	0.000949	0.000000	0.020938	0.022077	0.108471	0.003382	0.000000	0.001389	0.019446	0.014925	0.000000	0.018506	0.070028	0.052765	0.063333	0.000000
HIP13303	235547	0.000374	0.038196	0.032563	0.064539	0.117650	0.142400	0.139802	0.000000	0.036672	0.026721	0.031900	0.032240	0.006975	0.006271	0.011518	0.000594	0.000000	0.023290	0.039648	0.079318	0.004203	0.000008	0.001643	0.017861	0.007366	0.000000	0.034201	0.049336	0.022777	0.031913	0.000021
HIP13306	183950	0.000652	0.050318	0.027437	0.060848	0.130530	0.134591	0.116227	0.000000	0.041212	0.029350	0.028154	0.052993	0.007382	0.008622	0.013471	0.000946	0.000000	0.020136	0.049008	0.062196	0.004681	0.000005	0.001962	0.014678	0.009301	0.000000	0.028888	0.052476	0.023294	0.030628	0.000011
HIP13309	358056	0.000447	0.041161	0.035036	0.048976	0.119646	0.139009	0.105486	0.000000	0.030040	0.037131	0.029037	0.050947	0.005533	0.008742	0.014230	0.000723	0.000006	0.033660	0.049512	0.097155	0.003564	0.000000	0.001380	0.016436	0.009702	0.000003	0.034349	0.042502	0.026809	0.018771	0.000008
HIP13311	186776	0.000423	0.034057	0.029838	0.066502	0.094927	0.152868	0.130675	0.000000	0.044952	0.026813	0.033955	0.039775	0.009225	0.009771	0.009455	0.000803	0.000000	0.019173	0.044968	0.070084	0.004706	0.000005	0.001852	0.013615	0.006933	0.000000	0.042602	0.059949	0.021089	0.030957	0.000027
HIP13318	132304	0.000431	0.026492	0.024882	0.056627	0.105295	0.147358	0.109241	0.000000	0.043249	0.017513	0.022955	0.049802	0.008110	0.008828	0.014225	0.000642	0.000000	0.032720	0.047587	0.101788	0.002018	0.000000	0.001474	0.011617	0.010294	0.000000	0.029787	0.046212	0.030301	0.050520	0.000030
HIP13319	104353	0.001437	0.048087	0.031853	0.058235	0.113720	0.161749	0.133968	0.000000	0.035725	0.021676	0.027349	0.058609	0.013665	0.012918	0.017335	0.001294	0.000000	0.019405	0.029774	0.061781	0.002875	0.000000	0.002099	0.009937	0.015869	0.000000	0.023315	0.006373	0.047521	0.043401	0.000029
HIP13324	280379	0.000432	0.029296	0.027566	0.045396	0.103767	0.122145	0.155190	0.000000	0.043584	0.017772	0.033530	0.037531	0.004608	0.011124	0.016663	0.000802	0.000000	0.031882	0.049034	0.094219	0.004776	0.000000	0.001541	0.015504	0.007772	0.000000	0.037139	0.071607	0.024071	0.013043	0.000007
HIP13325	343994	0.000427	0.041248	0.037489	0.054922	0.138008	0.155770	0.123203	0.000000	0.033582	0.028094	0.033954	0.061312	0.009311	0.007756	0.014878	0.000683	0.000000	0.020253	0.050797	0.066097	0.004858	0.000006	0.001959	0.013439	0.008015	0.000000	0.032771	0.038227	0.022184	0.000744	0.000012
HIP13350	202384	0.000474	0.039168	0.029612	0.050281	0.117282	0.124881	0.117183	0.000005	0.024409	0.026524	0.033906	0.035556	0.006453	0.008523	0.013756	0.000791	0.000000	0.021711	0.048823	0.087102	0.004422	0.000005	0.001601	0.016543	0.009512	0.000000	0.039687	0.067970	0.033837	0.039969	0.000015
HIP13352	271846	0.000482	0.039688	0.040758	0.046228	0.121179	0.136099	0.119781	0.000000	0.033894	0.023763	0.027964	0.061450	0.006213	0.009270	0.014199	0.000780	0.000000	0.020258	0.051257	0.082495	0.003822	0.000007	0.001652	0.009998	0.008078	0.000000	0.029428	0.042840	0.023690	0.044687	0.000037
HIP13355	315248	0.000476	0.029561	0.032216	0.053837	0.104242	0.143446	0.141850	0.000003	0.041923	0.024850	0.031673	0.049072	0.007445	0.007864	0.014110	0.000612	0.000003	0.027118	0.046373	0.075899	0.005919	0.000003	0.002379	0.013028	0.008999	0.000000	0.034788	0.043458	0.023626	0.035204	0.000022
HIP13360	187862	0.000591	0.045613	0.032960	0.056419	0.134082	0.153554	0.110187	0.000000	0.031374	0.029096	0.023331	0.059608	0.005930	0.006441	0.013292	0.000751	0.000000	0.022272	0.036516	0.085089	0.003220	0.000005	0.001554	0.015969	0.012775	0.000000	0.024774	0.011695	0.029069	0.053816	0.000016
HIP13361	173563	0.000887	0.045880	0.025939	0.036505	0.112317	0.134309	0.086735	0.000006	0.031890	0.033688	0.026544	0.056199	0.014127	0.008631	0.014496	0.000812	0.000006	0.018051	0.040147	0.085617	0.003768	0.000000	0.001446	0.020615	0.014179	0.000000	0.038084	0.072066	0.025288	0.051768	0.000000
HIP13363	205984	0.000617	0.040673	0.033352	0.059611	0.126306	0.128481	0.128073	0.000000	0.039071	0.032658	0.035211	0.041479	0.007302	0.006801	0.011826	0.000811	0.000000	0.024754	0.042261	0.084667	0.005481	0.000010	0.002156	0.011200	0.006573	0.000000	0.036207	0.050878	0.017229	0.026274	0.000039
HIP13370	234254	0.000918	0.035449	0.030172	0.037391	0.138781	0.151216	0.144659	0.000000	0.043713	0.022514	0.026629	0.059546	0.005750	0.008901	0.012491	0.000918	0.000000	0.018429	0.060392	0.076746	0.006698	0.000004	0.002621	0.009660	0.008196	0.000000	0.028495	0.041831	0.026710	0.001148	0.000021
HIP13376	338179	0.000698	0.036818	0.033710	0.061802	0.115315	0.136990	0.122335	0.000000	0.039887	0.019336	0.034854	0.058179	0.009495	0.010394	0.014865	0.000772	0.000000	0.022293	0.052067	0.074502	0.003584	0.000000	0.001490	0.011166	0.008599	0.000000	0.033855	0.036531	0.020492	0.039949	0.000024
HIP13383	209726	0.000639	0.042403	0.032471	0.063807	0.124391	0.153271	0.123623	0.000000	0.039375	0.030611	0.034121	0.063540	0.010290	0.009856	0.014509	0.000863	0.000000	0.016941	0.057599	0.040143	0.004701	0.000005	0.002069	0.011577	0.008816	0.000000	0.035103	0.032280	0.023407	0.023583	0.000005
HIP13396	337404	0.000711	0.041419	0.040743	0.038340	0.120903	0.127432	0.115932	0.000000	0.023186	0.037578	0.032620	0.043473	0.005290	0.006998	0.015350	0.000696	0.000006	0.033233	0.048458	0.090663	0.005676	0.000015	0.002258	0.022288	0.008002	0.000000	0.031384	0.069157	0.023435	0.014736	0.000018
HIP13402	56567	0.000760	0.031856	0.027472	0.062757	0.107625	0.144501	0.115403	0.000000	0.044443	0.021055	0.033977	0.057560	0.008503	0.009493	0.014284	0.000796	0.000000	0.035038	0.050294	0.103912	0.002457	0.000000	0.001750	0.013701	0.010130	0.000000	0.024502	0.035940	0.023070	0.018703	0.000018
HIP13414	157425	0.000864	0.048518	0.045012	0.043367	0.128652	0.129801	0.098872	0.000000	0.031386	0.035382	0.030942	0.045418	0.006714	0.007991	0.016192	0.000781	0.000013	0.023217	0.044898	0.093568	0.005692	0.000006	0.002001	0.019520	0.010240	0.000006	0.033387	0.047997	0.027912	0.021636	0.000013
HIP13427	471497	0.000649	0.038049	0.025336	0.052963	0.109367	0.119471	0.131969	0.000000	0.031928	0.023003	0.028356	0.038282	0.007315	0.009141	0.014149	0.000942	0.000000	0.027797	0.053918	0.081962	0.005415	0.000002	0.001705	0.016501	0.008783	0.000000	0.053199	0.074102	0.030125	0.015559	0.000013
HIP13449	156852	0.000453	0.036882	0.030691	0.043959	0.118385	0.127789	0.123269	0.000000	0.035161	0.035212	0.037641	0.051214	0.004750	0.008231	0.012241	0.000733	0.000000	0.032942	0.047165	0.079470	0.005215	0.000006	0.001843	0.013490	0.006834	0.000000	0.041217	0.066458	0.022480	0.016238	0.000032
HIP13463	287918	0.000962	0.046600	0.039199	0.040268	0.141183	0.140780	0.109361	0.000000	0.038643	0.028633	0.023927	0.064980	0.010746	0.012375	0.016029	0.000983	0.000003	0.022743	0.051723	0.079998	0.003713	0.000000	0.001834	0.009367	0.012702	0.000000	0.038400	0.013393	0.028105	0.023333	0.000017
HIP13465	57621	0.000521	0.018275	0.017389	0.071085	0.105118	0.153885	0.095538	0.000000	0.034727	0.014856	0.024817	0.036948	0.005432	0.006664	0.007237	0.000330	0.000000	0.038181	0.045713	0.116416	0.001076	0.000000	0.001093	0.021936	0.010361	0.000000	0.024279	0.040541	0.040975	0.066608	0.000000
HIP13473	327477	0.000443	0.030796	0.033554	0.047860	0.113929	0.126552	0.135097	0.000003	0.040867	0.021886	0.045057	0.057677	0.005665	0.009475	0.013717	0.000742	0.000034	0.024078	0.062649	0.072542	0.006284	0.000006	0.001606	0.027352	0.010031	0.000000	0.033349	0.015042	0.027181	0.036525	0.000003
HIP13478	137137	0.000788	0.036285	0.033492	0.031786	0.120310	0.127726	0.104720	0.000000	0.036161	0.030517	0.031115	0.053844	0.005454	0.009494	0.012396	0.000780	0.000000	0.024370	0.053691	0.085331	0.004295	0.000015	0.001808	0.018558	0.010063	0.000000	0.031399	0.063389	0.027046	0.045159	0.000007
HIP13489	200816	0.000538	0.031218	0.020322	0.062281	0.100022	0.164115	0.130010	0.000000	0.040261	0.020292	0.021139	0.050912	0.008555	0.008655	0.011384	0.000647	0.000000	0.019545	0.044922	0.076358	0.003894	0.000000	0.001907	0.015004	0.011408	0.000000	0.037746	0.046759	0.027772	0.044334	0.000000
HIP13497	183972	0.000402	0.038098	0.041055	0.047681	0.129416	0.140135	0.125497	0.000000	0.027591	0.035147	0.033652	0.051524	0.005724	0.008045	0.011855	0.000946	0.000000	0.027205	0.056617	0.088481	0.004310	0.000011	0.001631	0.011192	0.008539	0.000000	0.025542	0.031994	0.022726	0.024944	0.000038
HIP13505	35103	0.000484	0.037262	0.028089	0.040851	0.113466	0.138621	0.139504	0.000000	0.031365	0.019172	0.035125	0.046121	0.005982	0.009686	0.012592	0.000883	0.000000	0.035809	0.055551	0.085064	0.006039	0.000000	0.002535	0.016751	0.007549	0.000000	0.031507	0.042276	0.024243	0.033473	0.000000
HIP13511	240476	0.000528	0.037817	0.038806	0.058131	0.125414	0.154244	0.133602	0.000000	0.039226	0.027092	0.032315	0.060218	0.006799	0.008866	0.012488	0.000686	0.000000	0.024738	0.046470	0.084383	0.003489	0.000000	0.001243	0.012725	0.009968	0.000000	0.024797	0.030623	0.024348	0.000969	0.000017
HIP13513	270273	0.000514	0.030403	0.036200	0.071890	0.117825	0.137757	0.126258	0.000000	0.046509	0.032667	0.032645	0.056998	0.004806	0.008488	0.013645	0.000795	0.000000	0.024416	0.042568	0.081029	0.005228	0.000004	0.002250	0.014533	0.009095	0.000000	0.032637	0.033414	0.020686	0.016731	0.000007
HIP13515	134773	0.000824	0.041982	0.013846	0.047747	0.152909	0.137453	0.105110	0.000000	0.043673	0.025191	0.025858	0.052236	0.005038	0.007947	0.014046	0.000000	0.000015	0.029450	0.053861	0.087191	0.002330	0.000000	0.001187	0.036996	0.009809	0.000000	0.025116	0.030548	0.023862	0.025762	0.000015
HIP13518	140835	0.000817	0.047382	0.033294	0.031910	0.137182	0.140114	0.116597	0.000000	0.039174	0.033877	0.045656	0.050570	0.010168	0.009472	0.013001	0.000675	0.000000	0.028963	0.055313	0.077807	0.005993	0.000007	0.002180	0.016707	0.008478	0.000000	0.031008	0.011013	0.022494	0.030127	0.000021
HIP13554	194997	0.000646	0.041329	0.034283	0.043375	0.123940	0.136346	0.116325	0.000000	0.031616	0.030072	0.044616	0.051673	0.009210	0.010528	0.015503	0.000933	0.000015	0.032534	0.047924	0.076796	0.006580	0.000005	0.001821	0.027334	0.008410	0.000000	0.039354	0.044365	0.023482	0.000959	0.000026
HIP13567	207221	0.000483	0.027550	0.028429	0.054034	0.082916	0.128206	0.141723	0.000000	0.034311	0.024061	0.032888	0.039687	0.007943	0.008961	0.014101	0.000816	0.000005	0.021644	0.051689	0.091361	0.006409	0.000005	0.001916	0.013657	0.008831	0.000000	0.039306	0.077410	0.026431	0.035214	0.000014
